,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
96,Ndrumbea,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Southern, Extreme Southern, Ndrumbea","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Southern, Extreme Southern, Ndrumbea",duf,dumb1241,Uknown,"Southern tip outside Nouméa (Paita on the west coast, Ounia on the east coast)",Unknown,Unknown,https://en.wikipedia.org/wiki/Ndrumbea_language
97,Ayacucho Quechua,"Quechuan, Quechua II, Southern Quechua, Ayacucho Quechua","Quechuan, Quechua II, Southern Quechua, Ayacucho Quechua",Either:titlequytitle – Ayacuchotitleqxutitle – Arequipa–La Unión,ayac1238,"918,200 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Ayacucho_Quechua
98,Loun,"Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Central Maluku, \xa, East Central Maluku, Seram, \xa, Nunusaku, Three Rivers, Amalumute, Loun","Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Central Maluku, \xa, East Central Maluku, Seram, \xa, Nunusaku, Three Rivers, Amalumute, Loun",lox,loun1239,Uknown,Maluku,Unknown,Unknown,https://en.wikipedia.org/wiki/Loun_language
99,Judeo-Moroccan Arabic,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabic, Maghrebi Arabic, Pre-Hilalian Arabic, Moroccan Arabic, Judeo-Moroccan Arabic","Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabic, Maghrebi Arabic, Pre-Hilalian Arabic, Moroccan Arabic, Judeo-Moroccan Arabic",aju,jude1265,"66,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Judeo-Moroccan_Arabic
100,Theen,"Austroasiatic, Khmuic, Theen","Austroasiatic, Khmuic, Theen",Nonetitle (titlemistitle),thee1239,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Theen_language
101,Shixing_County,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Shixing_County
102,Mvanip,"Niger–Congo,Atlantic–Congo, Benue–Congo, Mambiloid, Mambila–Konja, Mambila–Vute, Kamkam, Mvanip","Niger–Congo,Atlantic–Congo, Benue–Congo, Mambiloid, Mambila–Konja, Mambila–Vute, Kamkam, Mvanip",mcj,mvan1238,Uknown,Taraba State,Unknown,Unknown,https://en.wikipedia.org/wiki/Mvanip_language
103,Vehes,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, \xa, Ngero–Vitiaz, \xa, Huon Gulf, South Huon Gulf, Hote–Buang, Buang, Vehes","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, \xa, Ngero–Vitiaz, \xa, Huon Gulf, South Huon Gulf, Hote–Buang, Buang, Vehes",val,vehe1237,70 ,Morobe Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Vehes_language
104,Tomadino,"Austronesian, Malayo-Polynesian, Celebic, Bungku–Tolaki, Western, Interior, Tomadino","Austronesian, Malayo-Polynesian, Celebic, Bungku–Tolaki, Western, Interior, Tomadino",tdi,toma1248,Uknown,Sulawesi,Unknown,Unknown,https://en.wikipedia.org/wiki/Tomadino_language
105,Tandia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Tandia
106,Tejalapan Zapotec,"Oto-Manguean, Zapotecan, Zapotec, Mazaltepecan,Tejalapan Zapotec","Oto-Manguean, Zapotecan, Zapotec, Mazaltepecan,Tejalapan Zapotec",ztt,teja1235,50 ,Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Tejalapan_Zapotec
107,Kachari,"Sino-Tibetan, Brahmaputran, Bodo–Garo, Bodo, Kachari","Sino-Tibetan, Brahmaputran, Bodo–Garo, Bodo, Kachari",xac,kach1279,"16,000 ","Assam, India",Unknown,Unknown,https://en.wikipedia.org/wiki/Kachari_language
108,Mẽbêngôkre (Kayapó),"Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Trans-Tocantins, Trans-Araguaia, Mẽbêngôkre (Kayapó)","Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Trans-Tocantins, Trans-Araguaia, Mẽbêngôkre (Kayapó)",txu,kaya1330,"8,638 ","Pará, Mato Grosso",Unknown,Unknown,https://en.wikipedia.org/wiki/Mebengokre_language
109,Hijuk,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone A, ), Bafia,  (A.), Basaa,  (A.), Hijuk","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone A, ), Bafia,  (A.), Basaa,  (A.), Hijuk",hij,hiju1238,<15 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Hijuk_language
110,Great_Andamanese_languages,Uknown,Uknown,"(Great Andamanese, Mixed) gac (Great Andamanese, Mixed)",grea1241,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Great_Andamanese_languages
111,Pong,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Pong
112,Pitjantjatjara,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Pitjantjatjara
113,Laghuu,"Sino-Tibetan, Lolo-Burmese, Loloish, Southeastern, Highland Phula, Muji, Laghuu","Sino-Tibetan, Lolo-Burmese, Loloish, Southeastern, Highland Phula, Muji, Laghuu",lgh,lagh1245,300 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Laghuu_language
114,Dair,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Dair
115,Bandial,Uknown,Uknown,Not provided,,Uknown,Ziguinchor Region,Unknown,Unknown,https://en.wikipedia.org/wiki/Bandial
116,"Sokna,_Libya",Uknown,Uknown,Not provided,,Uknown,Fezzan,Unknown,Unknown,"https://en.wikipedia.org/wiki/Sokna,_Libya"
117,Opón,"Cariban, Opón","Cariban, Opón",Nonetitle (titlemistitle),opon1234,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Opon_language
118,Hadza,Language isolate,Language isolate,hts,hadz1240,"1,000+ ","Singida region, southeast of Lake Eyasi, camps south and northwest; Manyara region, Iramba and Mbulu districts; Shinyanga region, Masawa District.",Unknown,Unknown,https://en.wikipedia.org/wiki/Hadza_language
119,Angika,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bihari, Angika","Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bihari, Angika",anp,angi1238,Around 15 Million[2],"Bihar and Jharkhand (India), Terai (Nepal)[1]"," India
Jharkhand (additional)
",Unknown,https://en.wikipedia.org/wiki/Angika
120,Andoa,"Zaparoan, Arabela–Andoa, Andoa","Zaparoan, Arabela–Andoa, Andoa",anb,ando1255,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Andoa_language
121,Seneca,"Iroquoian, Northern, Lake Iroquoian, Five Nations, Seneca","Iroquoian, Northern, Lake Iroquoian, Five Nations, Seneca",see,sene1264,100 ,"Western New York and the Six Nations Reserve, Ontario",Unknown,Unknown,https://en.wikipedia.org/wiki/Seneca_language
122,Naueti,"Austronesian, \xa, Malayo-Polynesian, Central–Eastern, Timor–Babar,(unclassified), Kawaimina, Naueti","Austronesian, \xa, Malayo-Polynesian, Central–Eastern, Timor–Babar,(unclassified), Kawaimina, Naueti",nxa,naue1237,"16,500 ",Southeast East Timor,Unknown,Unknown,https://en.wikipedia.org/wiki/Naueti_language
123,Tolomako,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Tolomako","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Tolomako",tlm,tolo1255,900 ,"Big Bay, Espiritu Santo Island",Unknown,Unknown,https://en.wikipedia.org/wiki/Tolomako_language
124,Senaya,"Afro-Asiatic, Semitic, Central Semitic, Aramaic, Eastern Aramaic, Northeastern, Assyrian Neo-Aramaic, Senaya","Afro-Asiatic, Semitic, Central Semitic, Aramaic, Eastern Aramaic, Northeastern, Assyrian Neo-Aramaic, Senaya",syn,sena1268,Uknown,Tehran and Qazvin,Unknown,Unknown,https://en.wikipedia.org/wiki/Christian_Neo-Aramaic_dialect_of_Senaya
125,Birhor,"Austroasiatic, Munda, North, Kherwarian, Mundaric, Birhor","Austroasiatic, Munda, North, Kherwarian, Mundaric, Birhor",biy,birh1242,"2,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Birhor_language
126,Konomihu,"Hokan, \xa, Shasta–Palaihnihan, Shastan, Konomihu","Hokan, \xa, Shasta–Palaihnihan, Shastan, Konomihu",Nonetitle (titlemistitle),kono1241,Uknown,"Salmon River, northern California",Unknown,Unknown,https://en.wikipedia.org/wiki/Konomihu_language
127,Baram,"Sino-Tibetan, Tibeto-Burman, Newaric, Baram–Thangmi, Baram","Sino-Tibetan, Tibeto-Burman, Newaric, Baram–Thangmi, Baram",brd,bara1357,160 ,Nepal,Unknown,Unknown,https://en.wikipedia.org/wiki/Bar%C4%81m_language
128,Nese,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nese","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nese",Nonetitle (titlemistitle),nese1235,20 ,"Matanvat area, northwest Malakula, Vanuatu",Unknown,Unknown,https://en.wikipedia.org/wiki/Matanvat_language
129,Yeresiam,"Austronesian, Malayo-Polynesian, Central–Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera–West New Guinea, Cenderawasih Bay, Yeresiam","Austronesian, Malayo-Polynesian, Central–Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera–West New Guinea, Cenderawasih Bay, Yeresiam",ire,ires1239,70 ,West Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Yeresiam_language
130,Amahai,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Amahai
131,Karipuna_do_Amap%C3%A1,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Karipuna_do_Amap%C3%A1
132,Tomini,"Austronesian, Malayo-Polynesian, Celebic, Tomini–Tolitoli, Tomini, Tomini","Austronesian, Malayo-Polynesian, Celebic, Tomini–Tolitoli, Tomini, Tomini",txm,tomi1243,"30,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Tialo_language
133,Chiripá,"Tupian, Tupí–Guaraní, Guaraní (I), Guaraní, Chiripá","Tupian, Tupí–Guaraní, Guaraní (I), Guaraní, Chiripá",nhd,chir1286,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/%C3%91andeva_language
134,Habu,"Austronesian, Malayo-Polynesian, Central–Eastern, Timor–Babar, ""Waimaa"",Habu","Austronesian, Malayo-Polynesian, Central–Eastern, Timor–Babar, ""Waimaa"",Habu",hbu,habu1241,"2,700 ",East Timor,Unknown,East Timor,https://en.wikipedia.org/wiki/Habu_language
135,Korwa,"Austroasiatic, Munda, North, Kherwarian, Mundaric, Korwa","Austroasiatic, Munda, North, Kherwarian, Mundaric, Korwa",Either:titleksztitle – Kodakutitlekfptitle – Korwa,koda1256,"28,453 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Korwa_language
136,Qabiao,"Kra–Dai, Kra, Yang–Biao, Qabiao","Kra–Dai, Kra, Yang–Biao, Qabiao",laq,qabi1235,710 ,"Hà Giang, Vietnam; Wenshan, Yunnan, China",Unknown,Unknown,https://en.wikipedia.org/wiki/Pupeo_language
137,Achuar,"Chicham, Achuar","Chicham, Achuar",acu,achu1248,"4,420 in Peru ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Shiwiar_language
138,Yarawata,"Trans–New Guinea,Madang, Croisilles, Numugen, Yarawata","Trans–New Guinea,Madang, Croisilles, Numugen, Yarawata",yrw,yara1250,130 ,Madang Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Yarawata_language
139,Ixtenco Otomi,"Oto-Manguean, Oto-Pamean, Otomian, Eastern, Ixtenco Otomi","Oto-Manguean, Oto-Pamean, Otomian, Eastern, Ixtenco Otomi",otz,ixte1237,460 ,Tlaxcala,Unknown,Unknown,https://en.wikipedia.org/wiki/Ixtenco_Otomi
140,Achang,"Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Burmish, Achang","Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Burmish, Achang",acn,acha1252,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chintaw_language
141,Jingulu,"Mirndi, Jingulu","Mirndi, Jingulu",jig,djin1251,23 ,"Barkly Tableland, Northern Territory",Unknown,Unknown,https://en.wikipedia.org/wiki/Jingulu_language
142,Holikachuk,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Holikachuk
143,Guiqiong,"Sino-Tibetan, Tibeto-Burman, Qiangic, Guiqiong","Sino-Tibetan, Tibeto-Burman, Qiangic, Guiqiong",gqi,guiq1238,"6,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Guichong_language
144,Shughni,"Indo-European, Indo-Iranian, Iranian, Eastern Iranian, Shugni–Yazgulami, ShughUknowni, Shughni","Indo-European, Indo-Iranian, Iranian, Eastern Iranian, Shugni–Yazgulami, ShughUknowni, Shughni",sgh,shug1248,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Shughni_language
145,Beaver,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Beaver
146,Ahom,"Kra–Dai, Tai, Southwestern,  (Thai), Northwestern, Ahom","Kra–Dai, Tai, Southwestern,  (Thai), Northwestern, Ahom",aho,ahom1240,Uknown,Assam,Unknown,Unknown,https://en.wikipedia.org/wiki/Ahom_language
147,Bumbita,"Torricelli, Arapesh, Bumbita","Torricelli, Arapesh, Bumbita",aon,bumb1241,"4,300 ","Bumbita-Muhian Rural LLG, East Sepik Province (13 villages)",Unknown,Unknown,https://en.wikipedia.org/wiki/Bumbita_language
148,Warekena,"Arawakan, Northern, Upper Amazon, Orinoco, Warekena","Arawakan, Northern, Upper Amazon, Orinoco, Warekena",gae,guar1293,650 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Warekena_language
149,Liangmai,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman languages,  Kuki-Chin-Naga, Zemeic, Liangmai","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman languages,  Kuki-Chin-Naga, Zemeic, Liangmai",njn,lian1251,"49,800 ","Manipur, Nagaland",Unknown,Unknown,https://en.wikipedia.org/wiki/Liangmai_Naga_language
150,Khoirao,"Sino-Tibetan, Zemeic languages, Khoirao","Sino-Tibetan, Zemeic languages, Khoirao",nki,than1255,"24,000 ","Manipur, Assam",Unknown,Unknown,https://en.wikipedia.org/wiki/Khoirao_language
151,Bezhta,"Northeast Caucasian, Tsezic, Bezhta–Hunzib–Khwarshi, Bezhta","Northeast Caucasian, Tsezic, Bezhta–Hunzib–Khwarshi, Bezhta",kap,bezh1248,"6,800 ",Southern Dagestan,Unknown,Unknown,https://en.wikipedia.org/wiki/Bezhta_language
152,Enawene_Nawe,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Enawene_Nawe
153,Mbembe,"Niger–Congo,Atlantic–Congo languages, Benue–Congo languages, Cross River, Upper Cross, Central, East–West, Mbembe","Niger–Congo,Atlantic–Congo languages, Benue–Congo languages, Cross River, Upper Cross, Central, East–West, Mbembe",mfntitle – inclusive codetitleIndividual code:titleodatitle – Odut village,cros1244,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mbembe_language
154,Mt. Iraya Agta,"Austronesian, Malayo-Polynesian, Philippine, Central Philippine, Bikol languages, Coastal Bikol, Mt. Iraya Agta","Austronesian, Malayo-Polynesian, Philippine, Central Philippine, Bikol languages, Coastal Bikol, Mt. Iraya Agta",atl,mtir1236,likely extinct ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mount_Iraya_Agta_language
155,Ossetian,"Indo-European, Indo-Iranian, Iranian, Eastern, Scythian, Ossetian","Indo-European, Indo-Iranian, Iranian, Eastern, Scythian, Ossetian",oss,osse1243,"490,000 ",Caucasus,"
 Russia
  North Ossetia–Alania



 Georgia
  Provisional Administration of South Ossetia



Partially recognized states: South Ossetia",Unknown,https://en.wikipedia.org/wiki/Ossetian_language
156,Cocama,"Tupian, Tupi–Guarani, Tupi, Cocama–Omagua, , Cocama","Tupian, Tupi–Guarani, Tupi, Cocama–Omagua, , Cocama",cod,coca1259,250 in Peru ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cocama_language
157,Záparo,"Zaparoan, Záparo–Conambo, Záparo","Zaparoan, Záparo–Conambo, Záparo",zro,zapa1253,5 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Zapara_language
158,Mandaic,"Afro-Asiatic, Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern, Southeastern, Mandaic","Afro-Asiatic, Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern, Southeastern, Mandaic",Either:titlemidtitle – Mandaictitlemyztitle – Classical Mandaic,mand1468titlenucl1706titleclas1253,"5,500 ","Iraq – Baghdad, Basra Iran – Khuzistan",Unknown,Unknown,https://en.wikipedia.org/wiki/Mandaic_language
159,Guruntum,"Afro-Asiatic, Chadic, West, Barawa,  (B.), Guruntum languages, Guruntum","Afro-Asiatic, Chadic, West, Barawa,  (B.), Guruntum languages, Guruntum",grd,guru1271,Uknown,Nigeria,Unknown,Unknown,https://en.wikipedia.org/wiki/Gurdu-Mbaaru_language
160,Aromanian,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Eastern Romance, , Aromanian","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Eastern Romance, , Aromanian",rup,arom1237,"210,000 ",Balkans,Unknown, Albania North Macedonia,https://en.wikipedia.org/wiki/Aromanian_language
161,Meadow Mari,"Uralic, Mari, Meadow Mari","Uralic, Mari, Meadow Mari",mhr,east2328,"470,000 ",Mariy El Republic,Unknown, Russia Mari El,https://en.wikipedia.org/wiki/Meadow_Mari_language
162,El Hugeirat,"Nilo-Saharan,Eastern Sudanic, Astaboran, Nubian, Hill Nubian, (Unclassified), El Hugeirat","Nilo-Saharan,Eastern Sudanic, Astaboran, Nubian, Hill Nubian, (Unclassified), El Hugeirat",elh,elhu1238,50 ,Nuba Mountains,Unknown,Unknown,https://en.wikipedia.org/wiki/El_Hugeirat_language
163,Northern Paiute,"Uto-Aztecan, Northern, Numic, Western, Northern Paiute","Uto-Aztecan, Northern, Numic, Western, Northern Paiute",pao,nort2954,700 ,"Nevada, California, Oregon, Idaho",Unknown,Unknown,https://en.wikipedia.org/wiki/Northern_Paiute_language
164,Saisiyat,"Austronesian, Northwest Formosan, Saisiyat","Austronesian, Northwest Formosan, Saisiyat",xsy,sais1237,"4,750 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Saisiyat_language
165,Northern Sierra Miwok,"Yok-Utian, Utian, Miwokan, Eastern, Sierra Miwok, Northern Sierra Miwok","Yok-Utian, Utian, Miwokan, Eastern, Sierra Miwok, Northern Sierra Miwok",nsq,nort2968,Uknown,California,Unknown,Unknown,https://en.wikipedia.org/wiki/Northern_Sierra_Miwok
166,Sened,"Afro-Asiatic, Berber, Northern, Zenati, East Zenati, Sened","Afro-Asiatic, Berber, Northern, Zenati, East Zenati, Sened",sds,sene1271,Uknown,Sened and Tmagourt,Unknown,Unknown,https://en.wikipedia.org/wiki/Sened_language
167,Kangjia,"Mongolic, Southern Mongolic, Shirongolic, \xa, fr,Baoanic, Kangjia","Mongolic, Southern Mongolic, Shirongolic, \xa, fr,Baoanic, Kangjia",kxs,kang1281,"1,000 ",Qinghai,Unknown,Unknown,https://en.wikipedia.org/wiki/Kangjia_language
168,Sirenik,"Eskaleut, Eskimo, Yupik,Sirenik","Eskaleut, Eskimo, Yupik,Sirenik",ysr,sire1246,Uknown,"Bering Strait region, mixed populations in settlements Sireniki and Imtuk",Unknown,Unknown,https://en.wikipedia.org/wiki/Sirenik_language
169,Munji,"Indo-European, Indo-Iranian, Iranian, Eastern, Munji–Yidgha,Munji","Indo-European, Indo-Iranian, Iranian, Eastern, Munji–Yidgha,Munji",mnj,munj1244,"5,300 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Munji_language
170,Kichwa,"Quechuan, Quechua II, Northern, Kichwa","Quechuan, Quechua II, Northern, Kichwa",Variously:titleinbtitle – titleIngatitleinjtitle – titleJungle Ingatitleqvotitle – Napo Lowlandtitlequptitle – Southern Pastazatitlequdtitle – Calderón Highlandtitleqxrtitle – Cañar Highlandtitlequgtitle – Chimborazo Highlandtitleqvititle – Imbabura Highlandtitleqvjtitle – Loja Highlandtitleqvztitle – Northern Pastazatitleqxltitle – Salasaca Highlandtitlequwtitle – Tena Lowland,colo1257,"450,000 ",,Unknown,Ecuador,https://en.wikipedia.org/wiki/Imbabura_Quechua
171,Tsamai,"Afro-Asiatic, Cushitic, Dullay, Tsamai","Afro-Asiatic, Cushitic, Dullay, Tsamai",tsb,tsam1247title  Tsamaititledume1236title  Dume,"18,000 ",Omo River region,Unknown,Unknown,https://en.wikipedia.org/wiki/Ts%27amay_language
172,Namonuito,"Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic, Tanapag, Namonuito","Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic, Tanapag, Namonuito",nmt,namo1247,Uknown,Namonuito Atoll,Unknown,Unknown,https://en.wikipedia.org/wiki/Namonuito_language
173,Tsilhqot%CA%BCin,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Tsilhqot%CA%BCin
174,Munsee,"Algic, Algonquian, Eastern Algonquian, Delawaran, , , , Delaware, Munsee","Algic, Algonquian, Eastern Algonquian, Delawaran, , , , Delaware, Munsee",umu,muns1251,2 ,"now in Ontario; formerly in New York, New Jersey, Pennsylvania",Unknown,Unknown,https://en.wikipedia.org/wiki/Munsee_language
175,Vafsi,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern II, Tati, Vafsi","Indo-European, Indo-Iranian, Iranian, Western, Northwestern II, Tati, Vafsi",vaf,vafs1240,"23,000 ",Markazi province,Unknown,Unknown,https://en.wikipedia.org/wiki/Vafsi_dialect
176,Parintint%C3%ADn,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Parintint%C3%ADn
177,Tsoa,"Khoe–Kwadi, Khoe, Kalahari (Tshu–Khwe), East, Tsoa","Khoe–Kwadi, Khoe, Kalahari (Tshu–Khwe), East, Tsoa",Either:titlehiotitle – Tsoatitletyutitle – Kua,tshw1239,"6,000 ",, Zimbabwe (as 'Koisan'),Unknown,https://en.wikipedia.org/wiki/Tshwa_language
