iso6393,glottocode,aes_status,Wikipedia_Url
sxc,sica1234,extinct,
sxe,sigh1238,shifting,https://en.wikipedia.org/wiki/Sighu_language
sxg,shix1238,shifting,https://en.wikipedia.org/wiki/Shixing_language
sxk,yonc1234,extinct,https://en.wikipedia.org/wiki/Yoncalla_language
sxm,samr1245,nearly extinct,https://en.wikipedia.org/wiki/Samre_language_of_Pursat
sxn,sang1336,shifting,
sxr,saar1237,nearly extinct,https://en.wikipedia.org/wiki/Saaroa_language
sxs,sasa1247,not endangered,https://en.wikipedia.org/wiki/Sasaru_language
sxu,uppe1400,not endangered,
sxw,saxw1241,not endangered,https://en.wikipedia.org/wiki/Saxwe_language
sya,sian1254,not endangered,https://en.wikipedia.org/wiki/Siang_language
syb,cent2089,threatened,
syc,clas1252,extinct,https://en.wikipedia.org/wiki/Syriac_language
syi,seki1238,threatened,https://en.wikipedia.org/wiki/Seki_language
syk,suku1272,threatened,https://en.wikipedia.org/wiki/Sukur_language
syl,sylh1242,not endangered,https://en.wikipedia.org/wiki/Sylheti_language
sym,maya1281,not endangered,
syn,sena1268,shifting,https://en.wikipedia.org/wiki/Christian_Neo-Aramaic_dialect_of_Senaya
syo,suoy1242,shifting,https://en.wikipedia.org/wiki/Suoy_language
sys,siny1243,not endangered,https://en.wikipedia.org/wiki/Sinyar_language
syw,kaga1252,threatened,https://en.wikipedia.org/wiki/Kagate_language
syx,osam1235,threatened,https://en.wikipedia.org/wiki/Samay_language
syy,alsa1242,shifting,https://en.wikipedia.org/wiki/Al-Sayyid_Bedouin_Sign_Language
sza,seme1247,threatened,https://en.wikipedia.org/wiki/Semelai_language
szb,ngal1298,threatened,https://en.wikipedia.org/wiki/Ngalum_language
szc,sema1265,shifting,https://en.wikipedia.org/wiki/Semaq_Beri_language
szd,seru1247,extinct,https://en.wikipedia.org/wiki/Seru_language
sze,seze1235,shifting,https://en.wikipedia.org/wiki/Seze_language
szg,seng1278,not endangered,https://en.wikipedia.org/wiki/Sengele_language
szl,sile1253,threatened,https://en.wikipedia.org/wiki/Silesian_language
szn,sula1248,threatened,
szp,suab1238,nearly extinct,https://en.wikipedia.org/wiki/Inanwatan_language
szs,solo1262,not endangered,https://en.wikipedia.org/wiki/Solomon_Islands_Sign_Language
szv,isuf1235,shifting,https://en.wikipedia.org/wiki/Suwu_language
szw,sawa1247,threatened,https://en.wikipedia.org/wiki/Sawai_language
szy,saki1247,shifting,https://en.wikipedia.org/wiki/Sakizaya_language
taa,lowe1425,nearly extinct,https://en.wikipedia.org/wiki/Lower_Tanana_language
tab,taba1259,threatened,https://en.wikipedia.org/wiki/Tabasaran_language
tac,lowl1265,threatened,
tad,taus1252,shifting,https://en.wikipedia.org/wiki/Tause_language
tae,tari1256,nearly extinct,https://en.wikipedia.org/wiki/Tariana_language
taf,tapi1254,shifting,https://en.wikipedia.org/wiki/Tapirap%C3%A9_language
tag,tago1246,threatened,https://en.wikipedia.org/wiki/Tagoi_language
tah,tahi1242,not endangered,https://en.wikipedia.org/wiki/Tahitian_language
taj,east2347,threatened,
tak,tala1295,shifting,https://en.wikipedia.org/wiki/Tala_language
tal,tall1250,not endangered,https://en.wikipedia.org/wiki/Tal_language
tam,tami1289,not endangered,https://en.wikipedia.org/wiki/Tamil_language
tan,nucl1696,threatened,https://en.wikipedia.org/wiki/Tangale_language
tao,yami1254,moribund,https://en.wikipedia.org/wiki/Yami_language
tap,taab1238,not endangered,https://en.wikipedia.org/wiki/Taabwa_language
taq,tama1365,not endangered,https://en.wikipedia.org/wiki/Tamasheq_language
tar,cent2131,threatened,
tas,tayb1240,extinct,https://en.wikipedia.org/wiki/T%C3%A2y_B%E1%BB%93i_Pidgin_French
tat,tata1255,not endangered,https://en.wikipedia.org/wiki/Tatar_language
tau,uppe1437,nearly extinct,https://en.wikipedia.org/wiki/Upper_Tanana_language
tav,tatu1247,shifting,https://en.wikipedia.org/wiki/Tatuyo_language
taw,taii1241,not endangered,https://en.wikipedia.org/wiki/Tai_language_(New_Guinea)
tax,tamk1242,shifting,https://en.wikipedia.org/wiki/Tamki_language
tay,atay1247,threatened,https://en.wikipedia.org/wiki/Atayal_language
taz,toch1257,shifting,https://en.wikipedia.org/wiki/Tocho_language
tba,aika1237,threatened,https://en.wikipedia.org/wiki/Aikan%C3%A3_language
tbc,taki1248,not endangered,https://en.wikipedia.org/wiki/Takia_language
tbd,kaki1249,shifting,https://en.wikipedia.org/wiki/Kaki_Ae_language
tbe,tani1255,moribund,https://en.wikipedia.org/wiki/Tanimbili_language
tbf,mand1440,not endangered,https://en.wikipedia.org/wiki/Mandara_language
tbg,nort2920,not endangered,
tbh,thur1254,extinct,https://en.wikipedia.org/wiki/Tharawal_language
tbi,gaam1241,not endangered,https://en.wikipedia.org/wiki/Gaam_language
tbj,tian1237,not endangered,https://en.wikipedia.org/wiki/Tiang_language
tbk,cala1258,not endangered,https://en.wikipedia.org/wiki/Calamian_Tagbanwa_language
tbl,tbol1240,not endangered,https://en.wikipedia.org/wiki/Tboli_language
tbm,tagb1255,nearly extinct,https://en.wikipedia.org/wiki/Tagbo_language
tbn,barr1251,shifting,
tbo,tawa1275,not endangered,https://en.wikipedia.org/wiki/Tawala_language
tbp,tawo1244,shifting,https://en.wikipedia.org/wiki/Taworta_language
tbr,tumt1243,shifting,https://en.wikipedia.org/wiki/Tumtum_language
tbs,tang1356,shifting,https://en.wikipedia.org/wiki/Tanguat_language
tbt,temb1270,not endangered,https://en.wikipedia.org/wiki/Tembo_(Kitembo)_language
tbu,tuba1279,extinct,https://en.wikipedia.org/wiki/Tubar_language
tbv,tobo1251,not endangered,https://en.wikipedia.org/wiki/Tobo_language
tbw,tagb1258,not endangered,https://en.wikipedia.org/wiki/Aborlan_Tagbanwa_language
tbx,kapi1250,threatened,https://en.wikipedia.org/wiki/Kapin_language
tby,taba1263,not endangered,https://en.wikipedia.org/wiki/Tabaru_language
tbz,dita1238,not endangered,https://en.wikipedia.org/wiki/Tammari_language
tca,ticu1245,threatened,https://en.wikipedia.org/wiki/Ticuna_language
tcb,tana1290,nearly extinct,https://en.wikipedia.org/wiki/Tanacross_language
tcc,dato1239,not endangered,https://en.wikipedia.org/wiki/Datooga_language
tcd,tafi1243,threatened,
tce,sout2957,moribund,
tcf,mali1285,not endangered,
tcg,tama1336,threatened,https://en.wikipedia.org/wiki/Tamagario_language
tch,turk1310,threatened,https://en.wikipedia.org/wiki/Turks_and_Caicos_Creole
tci,wara1294,shifting,https://en.wikipedia.org/wiki/Upper_Morehead_language
tck,tchi1245,shifting,https://en.wikipedia.org/wiki/Tsege_language
tcl,tama1328,extinct,https://en.wikipedia.org/wiki/Taman_language_(Myanmar)
tcm,tana1288,shifting,https://en.wikipedia.org/wiki/Sumuri_language
tcn,tich1238,not endangered,https://en.wikipedia.org/wiki/Tichurong_language
tco,taun1248,not endangered,
tcp,tawr1235,not endangered,https://en.wikipedia.org/wiki/Tawr_language
tcq,kaiy1239,shifting,https://en.wikipedia.org/wiki/Kaiy_language
tcs,torr1261,threatened,https://en.wikipedia.org/wiki/Torres_Strait_Creole
tct,tenn1245,shifting,https://en.wikipedia.org/wiki/Then_language
tcu,sout2972,threatened,
tcw,tecp1235,not endangered,https://en.wikipedia.org/wiki/Tecpatl%C3%A1n_Totonac
tcx,toda1252,shifting,https://en.wikipedia.org/wiki/Toda_language
tcy,tulu1258,threatened,https://en.wikipedia.org/wiki/Tulu_language
tcz,thad1238,moribund,https://en.wikipedia.org/wiki/Thadou_language
tda,tagd1238,threatened,https://en.wikipedia.org/wiki/Tagdal_language
tdb,panc1246,not endangered,
tdc,embe1261,threatened,
tdd,tain1252,not endangered,https://en.wikipedia.org/wiki/Tai_Nuea_language
tde,tira1258,shifting,https://en.wikipedia.org/wiki/Duleri_Dogon
tdf,tali1257,not endangered,
tdg,west2415,threatened,
tdh,thul1246,moribund,https://en.wikipedia.org/wiki/Thulung_language
tdi,toma1248,shifting,https://en.wikipedia.org/wiki/Tomadino_language
tdj,taji1246,shifting,https://en.wikipedia.org/wiki/Tajio_language
tdk,tamb1267,threatened,https://en.wikipedia.org/wiki/Tambas_language
tdl,surr1238,threatened,https://en.wikipedia.org/wiki/Sur_language
tdm,taru1236,nearly extinct,https://en.wikipedia.org/wiki/Taruma_language
tdn,tond1251,moribund,https://en.wikipedia.org/wiki/Tondano_language
tdo,teme1252,not endangered,https://en.wikipedia.org/wiki/Teme_language
tdq,tita1240,not endangered,https://en.wikipedia.org/wiki/Tita_language
tdr,todr1244,not endangered,https://en.wikipedia.org/wiki/Todrah_language
tds,dout1240,moribund,https://en.wikipedia.org/wiki/Doutai_language
tdt,tetu1246,not endangered,
tdv,toro1249,not endangered,https://en.wikipedia.org/wiki/Toro_language
tdx,tand1256,not endangered,
tdy,tady1237,threatened,https://en.wikipedia.org/wiki/Tadyawan_language
tea,temi1246,threatened,https://en.wikipedia.org/wiki/Temiar_language
teb,tete1252,extinct,https://en.wikipedia.org/wiki/Tetet%C3%A9_language
tec,teri1244,shifting,https://en.wikipedia.org/wiki/Terik_language
ted,tepo1239,not endangered,
tee,hueh1236,shifting,https://en.wikipedia.org/wiki/Huehuetla_Tepehua
tef,tere1272,shifting,https://en.wikipedia.org/wiki/Teressa_language
teg,teke1275,not endangered,https://en.wikipedia.org/wiki/North_Teke_language
teh,tehu1242,extinct,https://en.wikipedia.org/wiki/Tehuelche_language
tei,torr1259,shifting,https://en.wikipedia.org/wiki/Torricelli_language
tek,ibal1241,not endangered,https://en.wikipedia.org/wiki/East_Teke_language
tel,telu1262,not endangered,https://en.wikipedia.org/wiki/Telugu_language
tem,timn1235,not endangered,https://en.wikipedia.org/wiki/Temne_language
ten,tama1340,extinct,https://en.wikipedia.org/wiki/Tama_language_(Colombia)
teo,teso1249,not endangered,https://en.wikipedia.org/wiki/Teso_language
tep,tepe1278,extinct,https://en.wikipedia.org/wiki/Tepecano_language
teq,nucl1339,threatened,https://en.wikipedia.org/wiki/Temein_language
ter,tere1279,threatened,
tes,teng1272,threatened,https://en.wikipedia.org/wiki/Tenggerese_dialect
tet,tetu1245,not endangered,https://en.wikipedia.org/wiki/Tetum_language
teu,sooo1256,moribund,https://en.wikipedia.org/wiki/Soo_language
tev,teor1240,threatened,
tew,tewa1260,shifting,
tex,tenn1246,shifting,https://en.wikipedia.org/wiki/Tennet_language
tey,tuli1249,shifting,https://en.wikipedia.org/wiki/Tulishi_language
tez,tets1235,threatened,https://en.wikipedia.org/wiki/Tetserret_language
tfi,tofi1235,not endangered,https://en.wikipedia.org/wiki/Tofin_language
tfn,tana1289,nearly extinct,https://en.wikipedia.org/wiki/Dena%CA%BCina_language
tfo,tefa1238,shifting,https://en.wikipedia.org/wiki/Tefaro_language
tfr,teri1250,shifting,https://en.wikipedia.org/wiki/Teribe_language
tft,tern1247,shifting,https://en.wikipedia.org/wiki/Ternate_language
tga,saga1262,not endangered,
tgb,tobi1239,threatened,
tgc,tiga1245,threatened,https://en.wikipedia.org/wiki/Tigak_language
tgd,ciwo1236,threatened,https://en.wikipedia.org/wiki/Ciwogai_language
tge,east2346,threatened,
tgf,chal1267,shifting,https://en.wikipedia.org/wiki/Chali_language
tgh,toba1282,not endangered,https://en.wikipedia.org/wiki/Tobagonian_Creole
tgi,lawu1237,not endangered,https://en.wikipedia.org/wiki/Lawunuia_language
tgj,tagi1241,threatened,
tgk,taji1245,not endangered,https://en.wikipedia.org/wiki/Tajik_language
tgl,taga1270,not endangered,
tgn,tand1258,not endangered,
tgo,sude1239,not endangered,https://en.wikipedia.org/wiki/Sudest_language
tgp,tang1347,shifting,https://en.wikipedia.org/wiki/Tangoa_language
tgq,trin1273,threatened,https://en.wikipedia.org/wiki/Tring_language
tgr,tare1239,not endangered,
tgs,nume1241,shifting,https://en.wikipedia.org/wiki/Nume_language
tgt,cent2090,shifting,https://en.wikipedia.org/wiki/Central_Tagbanwa_language
tgu,tang1355,shifting,https://en.wikipedia.org/wiki/Tanggu_language
tgv,ting1238,extinct,https://en.wikipedia.org/wiki/Tingui-Bot%C3%B3_language
tgw,tagw1240,not endangered,https://en.wikipedia.org/wiki/Tagwana_language
tgx,tagi1240,extinct,https://en.wikipedia.org/wiki/Tagish_language
tgy,togo1252,extinct,https://en.wikipedia.org/wiki/Togoyo_language
tgz,taga1279,extinct,https://en.wikipedia.org/wiki/Tagalaka_language
tha,thai1261,not endangered,https://en.wikipedia.org/wiki/Thai_language
thd,thay1249,shifting,https://en.wikipedia.org/wiki/Kuuk_Thaayorre_language
the,chit1274,not endangered,
thf,than1259,shifting,https://en.wikipedia.org/wiki/Thangmi_language
thh,nort2956,extinct,
thi,tail1247,not endangered,
thk,thar1283,not endangered,
thl,dang1260,not endangered,
thm,aheu1239,shifting,https://en.wikipedia.org/wiki/Thavung_language
thn,thac1235,threatened,https://en.wikipedia.org/wiki/Thachanadan_language
thp,thom1243,moribund,https://en.wikipedia.org/wiki/Thompson_language
thq,koch1247,not endangered,
thr,rana1246,not endangered,
ths,thak1245,shifting,https://en.wikipedia.org/wiki/Thakali_language
tht,tahl1239,nearly extinct,https://en.wikipedia.org/wiki/Tahltan_language
thu,thur1255,threatened,https://en.wikipedia.org/wiki/Thuri_language
thv,taha1241,threatened,https://en.wikipedia.org/wiki/Tamahaq_language
thy,thaa1239,shifting,https://en.wikipedia.org/wiki/Tha_language
thz,taya1257,threatened,https://en.wikipedia.org/wiki/Air_Tamajeq_language
tia,tidi1241,shifting,https://en.wikipedia.org/wiki/Tidikelt_language
tic,tira1254,not endangered,https://en.wikipedia.org/wiki/Tiro_language
tif,tifa1245,shifting,https://en.wikipedia.org/wiki/Tifal_language
tig,tigr1270,not endangered,https://en.wikipedia.org/wiki/Tigre_language
tih,timu1262,threatened,https://en.wikipedia.org/wiki/Timugon_language
tii,tien1242,not endangered,https://en.wikipedia.org/wiki/Tiene_language
tij,tilu1238,nearly extinct,https://en.wikipedia.org/wiki/Tilung_language
tik,tika1246,not endangered,https://en.wikipedia.org/wiki/Tikar_language
til,till1254,extinct,https://en.wikipedia.org/wiki/Tillamook_language
tim,timb1251,not endangered,https://en.wikipedia.org/wiki/Timbe_language
tin,tind1238,shifting,https://en.wikipedia.org/wiki/Tindi_language
tio,teop1238,shifting,https://en.wikipedia.org/wiki/Teop_language
tip,trim1239,not endangered,https://en.wikipedia.org/wiki/Trimuris_language
tiq,tief1242,shifting,https://en.wikipedia.org/wiki/Tiefo_language
tir,tigr1271,not endangered,https://en.wikipedia.org/wiki/Tigrinya_language
tis,masa1307,not endangered,
tit,tini1245,nearly extinct,https://en.wikipedia.org/wiki/Tinigua_language
tiu,adas1235,shifting,
tiv,tivv1240,not endangered,https://en.wikipedia.org/wiki/Tiv_language
tiw,tiwi1244,shifting,https://en.wikipedia.org/wiki/Tiwi_language
tix,sout2961,shifting,https://en.wikipedia.org/wiki/Southern_Tiwa_language
tiy,tiru1241,not endangered,https://en.wikipedia.org/wiki/Tiruray_language
tiz,taih1246,shifting,https://en.wikipedia.org/wiki/Tai_Hongjin_language
tja,taju1238,not endangered,https://en.wikipedia.org/wiki/Tajuasohn_language
tjg,tunj1244,threatened,https://en.wikipedia.org/wiki/Tunjung_language
tji,nort2732,moribund,
tjj,yang1305,nearly extinct,
tjl,tail1248,threatened,https://en.wikipedia.org/wiki/Tai_Laing_language
tjm,timu1245,extinct,https://en.wikipedia.org/wiki/Timucua_language
tjn,tonj1246,extinct,https://en.wikipedia.org/wiki/Tonjon_language
tjo,tema1243,shifting,https://en.wikipedia.org/wiki/Tugurt_language
tjp,pini1245,nearly extinct,
tjs,sout2739,moribund,
tju,tjur1240,extinct,https://en.wikipedia.org/wiki/Jurruru_language
tka,truk1242,extinct,https://en.wikipedia.org/wiki/Truk%C3%A1_language
tkb,buks1238,not endangered,https://en.wikipedia.org/wiki/Buksa_language
tkd,tuku1254,not endangered,https://en.wikipedia.org/wiki/Tokodede_language
tke,takw1238,not endangered,
tkf,tuku1240,extinct,
tkg,tesa1236,not endangered,
tkl,toke1240,shifting,https://en.wikipedia.org/wiki/Tokelauan_language
tkm,take1257,extinct,https://en.wikipedia.org/wiki/Takelma_language
tkn,toku1246,moribund,https://en.wikipedia.org/wiki/Tokunoshima_language
tkp,tiko1237,not endangered,https://en.wikipedia.org/wiki/Tikopia_language
tkq,teee1242,not endangered,https://en.wikipedia.org/wiki/Tee_language
tkr,tsak1249,threatened,https://en.wikipedia.org/wiki/Tsakhur_language
tks,take1255,not endangered,
tkt,kath1250,not endangered,
tku,uppe1275,not endangered,https://en.wikipedia.org/wiki/Upper_Necaxa_Totonac
tkv,murp1234,not endangered,https://en.wikipedia.org/wiki/Mur_Pano_language
tkw,tean1237,moribund,https://en.wikipedia.org/wiki/Teanu_language
tkx,tang1353,shifting,https://en.wikipedia.org/wiki/Tangko_language
tkz,taku1254,not endangered,https://en.wikipedia.org/wiki/Takua_language
tla,sout2977,shifting,
tlb,tobe1252,not endangered,
tlc,yecu1235,shifting,https://en.wikipedia.org/wiki/Misantla_Totonac
tld,tala1285,shifting,https://en.wikipedia.org/wiki/Talaud_language
tlf,tele1256,shifting,https://en.wikipedia.org/wiki/Telefol_language
tlg,tofa1246,threatened,https://en.wikipedia.org/wiki/Tofanma_language
tli,tlin1245,nearly extinct,https://en.wikipedia.org/wiki/Tlingit_language
tlj,tali1258,threatened,https://en.wikipedia.org/wiki/Talinga_language
tlk,talo1252,shifting,
tll,tete1250,not endangered,
tlm,tolo1255,shifting,https://en.wikipedia.org/wiki/Tolomako_language
tln,talo1251,shifting,https://en.wikipedia.org/wiki/Talondo%CA%BC_language
tlo,talo1250,shifting,https://en.wikipedia.org/wiki/Talodi_language
tlp,filo1235,not endangered,https://en.wikipedia.org/wiki/Filomeno_Mata_Totonac
tlq,tail1246,threatened,https://en.wikipedia.org/wiki/Tai_Loi_language
tlr,tali1259,not endangered,https://en.wikipedia.org/wiki/Talise_language
tls,tamb1253,moribund,https://en.wikipedia.org/wiki/Tambotalo_language
tlt,telu1263,not endangered,
tlu,tule1244,shifting,https://en.wikipedia.org/wiki/Tulehu_language
tlv,tali1262,threatened,
tlx,kheh1237,not endangered,https://en.wikipedia.org/wiki/Khehek_language
tly,taly1247,not endangered,https://en.wikipedia.org/wiki/Talysh_language
tma,tama1331,not endangered,https://en.wikipedia.org/wiki/Tama_language
tmb,katb1237,threatened,https://en.wikipedia.org/wiki/Avava_language
tmc,tuma1260,not endangered,https://en.wikipedia.org/wiki/Tumak_language
tmd,haru1245,shifting,https://en.wikipedia.org/wiki/Haruai_language
tme,trem1235,extinct,https://en.wikipedia.org/wiki/Trememb%C3%A9_language
tmf,toba1268,shifting,https://en.wikipedia.org/wiki/Toba-Maskoy_language
tmg,tern1248,extinct,https://en.wikipedia.org/wiki/Portugis
tmi,tutu1241,shifting,https://en.wikipedia.org/wiki/Tutuba_language
tmj,sama1240,threatened,https://en.wikipedia.org/wiki/Samarokena_language
tmk,nort3144,not endangered,
tml,tamn1235,not endangered,
tmm,tait1248,not endangered,https://en.wikipedia.org/wiki/Tai_Thanh_language
tmn,tama1335,threatened,https://en.wikipedia.org/wiki/Taman_language_(Indonesia)
tmo,temo1243,shifting,https://en.wikipedia.org/wiki/Temoq_language
tmq,tuml1238,shifting,https://en.wikipedia.org/wiki/Tumleo_language
tmr,jewi1240,extinct,https://en.wikipedia.org/wiki/Jewish_Babylonian_Aramaic
tms,tima1241,shifting,https://en.wikipedia.org/wiki/Tima_language
tmt,tasm1246,shifting,https://en.wikipedia.org/wiki/Tasmate_language
tmu,iauu1242,not endangered,https://en.wikipedia.org/wiki/Iau_language
tmv,temb1272,not endangered,
tmw,temu1239,shifting,https://en.wikipedia.org/wiki/Temuan_language
tmy,tami1290,not endangered,https://en.wikipedia.org/wiki/Tami_language
tmz,tama1338,extinct,https://en.wikipedia.org/wiki/Tamanaku_language
tna,taca1256,shifting,https://en.wikipedia.org/wiki/Tacana_language
tnb,west2651,shifting,
tnc,tani1257,shifting,https://en.wikipedia.org/wiki/Tanimuca-Retuar%C3%A3_language
tnd,ango1257,shifting,
tng,toba1280,not endangered,https://en.wikipedia.org/wiki/Tobanga_language
tnh,maia1253,threatened,https://en.wikipedia.org/wiki/Maiani_language
tni,tand1253,extinct,https://en.wikipedia.org/wiki/Tandia_language
tnk,kwam1252,threatened,https://en.wikipedia.org/wiki/Kwamera_language
tnl,lena1238,not endangered,https://en.wikipedia.org/wiki/Lenakel_language
tnm,tabl1243,moribund,https://en.wikipedia.org/wiki/Tabla_language
tnn,nort2847,not endangered,https://en.wikipedia.org/wiki/North_Tanna_language
tno,toro1255,extinct,https://en.wikipedia.org/wiki/Toromono_language
tnp,whit1269,shifting,https://en.wikipedia.org/wiki/Whitesands_language
tnq,tain1254,extinct,https://en.wikipedia.org/wiki/Ta%C3%ADno_language
tnr,bedi1235,shifting,https://en.wikipedia.org/wiki/Bedik_language
tns,teni1244,moribund,https://en.wikipedia.org/wiki/Tenis_language
tnt,tont1239,shifting,https://en.wikipedia.org/wiki/Tontemboan_language
tnu,tayk1238,shifting,https://en.wikipedia.org/wiki/Tay_Khang_language
tnv,tang1330,not endangered,https://en.wikipedia.org/wiki/Tanchangya_language
tnw,tons1239,moribund,https://en.wikipedia.org/wiki/Tonsawang_language
tnx,tane1237,nearly extinct,https://en.wikipedia.org/wiki/Tanema_language
tny,tong1320,not endangered,https://en.wikipedia.org/wiki/Tongwe_language
tnz,tong1308,shifting,https://en.wikipedia.org/wiki/Ten%27edn
tob,toba1269,threatened,https://en.wikipedia.org/wiki/Toba_Qom_language
toc,coyu1235,not endangered,
tod,toma1245,not endangered,
tof,gizr1240,shifting,https://en.wikipedia.org/wiki/Gizrra_language
tog,tong1321,not endangered,https://en.wikipedia.org/wiki/Tonga_language_(Malawi)
toh,gito1238,not endangered,https://en.wikipedia.org/wiki/Tonga_language_(Mozambique)
toi,tong1318,not endangered,https://en.wikipedia.org/wiki/Tonga_language_(Zambia_and_Zimbabwe)
toj,tojo1241,shifting,https://en.wikipedia.org/wiki/Tojolab%CA%BCal_language
tol,tolo1259,extinct,https://en.wikipedia.org/wiki/Tolowa_language
tom,tomb1243,shifting,https://en.wikipedia.org/wiki/Tombulu_language
ton,tong1325,not endangered,https://en.wikipedia.org/wiki/Tongan_language
too,xico1235,shifting,https://en.wikipedia.org/wiki/Xicotepec_Totonac
top,papa1238,threatened,https://en.wikipedia.org/wiki/Papantla_Totonac
toq,topo1242,not endangered,https://en.wikipedia.org/wiki/Toposa_language
tor,togb1241,not endangered,
tos,high1243,not endangered,https://en.wikipedia.org/wiki/Sierra_Totonac_language
tou,thoo1240,not endangered,
tov,uppe1235,shifting,
tow,jeme1245,shifting,https://en.wikipedia.org/wiki/Jemez_language
tox,tobi1238,moribund,https://en.wikipedia.org/wiki/Tobian_language
toy,topo1243,moribund,https://en.wikipedia.org/wiki/Topoiyo_language
toz,tooo1238,extinct,https://en.wikipedia.org/wiki/To_language
tpa,taup1242,not endangered,https://en.wikipedia.org/wiki/Taupota_language
tpc,azoy1236,not endangered,
tpe,tipp1239,not endangered,
tpf,tarp1240,shifting,https://en.wikipedia.org/wiki/Tarpia_language
tpg,kula1280,threatened,https://en.wikipedia.org/wiki/Kula_language
tpi,tokp1240,not endangered,https://en.wikipedia.org/wiki/Tok_Pisin
tpj,tapi1253,shifting,
tpk,tupi1272,extinct,https://en.wikipedia.org/wiki/Tupiniquim_language
tpl,tlac1237,not endangered,
tpm,tamp1252,not endangered,https://en.wikipedia.org/wiki/Tamprusi_language
tpn,tupi1273,extinct,
tpo,taip1250,threatened,
tpp,pisa1237,shifting,https://en.wikipedia.org/wiki/Pisaflores_Tepehua
tpq,tukp1239,shifting,https://en.wikipedia.org/wiki/Tukpa_language
tpr,tupa1250,shifting,https://en.wikipedia.org/wiki/Tupari_language
tpt,tlac1235,shifting,https://en.wikipedia.org/wiki/Tlachichilco_Tepehua
tpu,tamp1251,moribund,https://en.wikipedia.org/wiki/Tampuan_language
tpv,tana1281,shifting,https://en.wikipedia.org/wiki/Tanapag_language
tpw,tupi1274,extinct,
tpx,acat1239,not endangered,
tpy,trum1247,nearly extinct,https://en.wikipedia.org/wiki/Trumai_language
tpz,tinp1237,not endangered,https://en.wikipedia.org/wiki/Tinputz_language
tqb,temb1276,moribund,
tql,leha1243,shifting,https://en.wikipedia.org/wiki/Lehali_language
tqm,turu1250,nearly extinct,https://en.wikipedia.org/wiki/Turumsa_language
tqn,teni1238,nearly extinct,
tqo,toar1246,not endangered,https://en.wikipedia.org/wiki/Toaripi_language
tqp,tomo1244,not endangered,https://en.wikipedia.org/wiki/Tomoip_language
tqq,tunn1238,threatened,https://en.wikipedia.org/wiki/Tunni_language
tqr,toro1251,extinct,https://en.wikipedia.org/wiki/Torona_language
tqt,west1511,not endangered,https://en.wikipedia.org/wiki/Ozomatl%C3%A1n_Totonac
tqu,touo1238,shifting,https://en.wikipedia.org/wiki/Touo_language
tqw,tonk1249,extinct,https://en.wikipedia.org/wiki/Tonkawa_language
tra,tira1253,extinct,https://en.wikipedia.org/wiki/Tirahi_language
trb,tere1276,shifting,https://en.wikipedia.org/wiki/Terebu_language
trc,copa1237,threatened,https://en.wikipedia.org/wiki/Copala_Triqui
trd,turi1246,shifting,https://en.wikipedia.org/wiki/Turi_language
tre,east2465,threatened,
trf,trin1276,not endangered,https://en.wikipedia.org/wiki/Trinidadian_Creole
trg,lish1246,shifting,https://en.wikipedia.org/wiki/Jewish_Neo-Aramaic_dialect_of_Urmia
trh,tura1265,moribund,https://en.wikipedia.org/wiki/Turaka_language
tri,trio1238,shifting,https://en.wikipedia.org/wiki/Tiriy%C3%B3_language
trj,tora1267,shifting,https://en.wikipedia.org/wiki/Toram_language
trl,trav1235,threatened,https://en.wikipedia.org/wiki/Scottish_Cant
trm,treg1243,shifting,https://en.wikipedia.org/wiki/Tregami_language
trn,trin1274,shifting,
tro,tara1313,shifting,https://en.wikipedia.org/wiki/Tarao_language
trp,kokb1239,threatened,https://en.wikipedia.org/wiki/Kokborok
trq,sanm1298,threatened,
trr,taus1253,nearly extinct,https://en.wikipedia.org/wiki/Taushiro_language
trs,chic1273,threatened,
trt,tung1293,threatened,https://en.wikipedia.org/wiki/Tunggare_language
tru,turo1239,threatened,https://en.wikipedia.org/wiki/Turoyo_language
trv,taro1264,nearly extinct,https://en.wikipedia.org/wiki/Seediq_language
trw,torw1241,threatened,https://en.wikipedia.org/wiki/Torwali_language
trx,trin1271,threatened,https://en.wikipedia.org/wiki/Tringgus_language
try,turu1249,threatened,https://en.wikipedia.org/wiki/Turung_language
trz,tora1263,extinct,https://en.wikipedia.org/wiki/Tor%C3%A1_language
tsa,tsaa1242,not endangered,https://en.wikipedia.org/wiki/Tsaangi_language
tsb,tsam1247,shifting,https://en.wikipedia.org/wiki/Tsamai_language
tsc,tswa1255,not endangered,https://en.wikipedia.org/wiki/Tswa_language
tsd,tsak1248,moribund,https://en.wikipedia.org/wiki/Tsakonian_language
tse,tuni1249,not endangered,https://en.wikipedia.org/wiki/Tunisian_Sign_Language
tsg,taus1251,not endangered,https://en.wikipedia.org/wiki/Tausug_language
tsh,tsuv1243,threatened,https://en.wikipedia.org/wiki/Tsuvan_language
tsi,nucl1649,nearly extinct,
tsj,tsha1245,threatened,https://en.wikipedia.org/wiki/Tshangla_language
tsk,sder1236,threatened,
tsl,tsun1242,not endangered,https://en.wikipedia.org/wiki/Ts%CA%BB%C3%BCn-Lao_language
tsm,turk1288,not endangered,https://en.wikipedia.org/wiki/Turkish_Sign_Language
tsn,tswa1253,not endangered,https://en.wikipedia.org/wiki/Tswana_language
tso,tson1249,not endangered,https://en.wikipedia.org/wiki/Tsonga_language
tsp,nort2787,not endangered,
