,iso6393,glottocode,aes_status
6029,tbn,barr1251,shifting
6030,tbo,tawa1275,not endangered
6031,tbp,tawo1244,shifting
6032,tbr,tumt1243,shifting
6033,tbs,tang1356,shifting
6034,tbt,temb1270,not endangered
6035,tbu,tuba1279,extinct
6036,tbv,tobo1251,not endangered
6037,tbw,tagb1258,not endangered
6038,tbx,kapi1250,threatened
6039,tby,taba1263,not endangered
6040,tbz,dita1238,not endangered
6041,tca,ticu1245,threatened
6042,tcb,tana1290,nearly extinct
6043,tcc,dato1239,not endangered
6044,tcd,tafi1243,threatened
6045,tce,sout2957,moribund
6046,tcf,mali1285,not endangered
6047,tcg,tama1336,threatened
6048,tch,turk1310,threatened
6049,tci,wara1294,shifting
6050,tck,tchi1245,shifting
6051,tcl,tama1328,extinct
6052,tcm,tana1288,shifting
6053,tcn,tich1238,not endangered
6054,tco,taun1248,not endangered
6055,tcp,tawr1235,not endangered
6056,tcq,kaiy1239,shifting
6057,tcs,torr1261,threatened
6058,tct,tenn1245,shifting
6059,tcu,sout2972,threatened
6060,tcw,tecp1235,not endangered
6061,tcx,toda1252,shifting
6062,tcy,tulu1258,threatened
6063,tcz,thad1238,moribund
6064,tda,tagd1238,threatened
6065,tdb,panc1246,not endangered
6066,tdc,embe1261,threatened
6067,tdd,tain1252,not endangered
6068,tde,tira1258,shifting
6069,tdf,tali1257,not endangered
6070,tdg,west2415,threatened
6071,tdh,thul1246,moribund
6072,tdi,toma1248,shifting
6073,tdj,taji1246,shifting
6074,tdk,tamb1267,threatened
6075,tdl,surr1238,threatened
6076,tdm,taru1236,nearly extinct
6077,tdn,tond1251,moribund
6078,tdo,teme1252,not endangered
6079,tdq,tita1240,not endangered
6080,tdr,todr1244,not endangered
6081,tds,dout1240,moribund
6082,tdt,tetu1246,not endangered
6083,tdv,toro1249,not endangered
6084,tdx,tand1256,not endangered
6085,tdy,tady1237,threatened
6086,tea,temi1246,threatened
6087,teb,tete1252,extinct
6088,tec,teri1244,shifting
6089,ted,tepo1239,not endangered
6090,tee,hueh1236,shifting
6091,tef,tere1272,shifting
6092,teg,teke1275,not endangered
6093,teh,tehu1242,extinct
6094,tei,torr1259,shifting
6095,tek,ibal1241,not endangered
6096,tel,telu1262,not endangered
6097,tem,timn1235,not endangered
6098,ten,tama1340,extinct
6099,teo,teso1249,not endangered
6100,tep,tepe1278,extinct
6101,teq,nucl1339,threatened
6102,ter,tere1279,threatened
6103,tes,teng1272,threatened
6104,tet,tetu1245,not endangered
6105,teu,sooo1256,moribund
6106,tev,teor1240,threatened
6107,tew,tewa1260,shifting
6108,tex,tenn1246,shifting
6109,tey,tuli1249,shifting
6110,tez,tets1235,threatened
6111,tfi,tofi1235,not endangered
6112,tfn,tana1289,nearly extinct
6113,tfo,tefa1238,shifting
6114,tfr,teri1250,shifting
6115,tft,tern1247,shifting
6116,tga,saga1262,not endangered
6117,tgb,tobi1239,threatened
6118,tgc,tiga1245,threatened
6119,tgd,ciwo1236,threatened
6120,tge,east2346,threatened
6121,tgf,chal1267,shifting
6122,tgh,toba1282,not endangered
6123,tgi,lawu1237,not endangered
6124,tgj,tagi1241,threatened
6125,tgk,taji1245,not endangered
6126,tgl,taga1270,not endangered
6127,tgn,tand1258,not endangered
6128,tgo,sude1239,not endangered
6129,tgp,tang1347,shifting
6130,tgq,trin1273,threatened
6131,tgr,tare1239,not endangered
6132,tgs,nume1241,shifting
6133,tgt,cent2090,shifting
6134,tgu,tang1355,shifting
6135,tgv,ting1238,extinct
6136,tgw,tagw1240,not endangered
6137,tgx,tagi1240,extinct
6138,tgy,togo1252,extinct
6139,tgz,taga1279,extinct
6140,tha,thai1261,not endangered
6141,thd,thay1249,shifting
6142,the,chit1274,not endangered
6143,thf,than1259,shifting
6144,thh,nort2956,extinct
6145,thi,tail1247,not endangered
6146,thk,thar1283,not endangered
6147,thl,dang1260,not endangered
6148,thm,aheu1239,shifting
6149,thn,thac1235,threatened
6150,thp,thom1243,moribund
6151,thq,koch1247,not endangered
6152,thr,rana1246,not endangered
6153,ths,thak1245,shifting
6154,tht,tahl1239,nearly extinct
6155,thu,thur1255,threatened
6156,thv,taha1241,threatened
6157,thy,thaa1239,shifting
6158,thz,taya1257,threatened
6159,tia,tidi1241,shifting
6160,tic,tira1254,not endangered
6161,tif,tifa1245,shifting
6162,tig,tigr1270,not endangered
6163,tih,timu1262,threatened
6164,tii,tien1242,not endangered
6165,tij,tilu1238,nearly extinct
6166,tik,tika1246,not endangered
6167,til,till1254,extinct
6168,tim,timb1251,not endangered
6169,tin,tind1238,shifting
6170,tio,teop1238,shifting
6171,tip,trim1239,not endangered
6172,tiq,tief1242,shifting
6173,tir,tigr1271,not endangered
6174,tis,masa1307,not endangered
6175,tit,tini1245,nearly extinct
6176,tiu,adas1235,shifting
6177,tiv,tivv1240,not endangered
6178,tiw,tiwi1244,shifting
6179,tix,sout2961,shifting
6180,tiy,tiru1241,not endangered
6181,tiz,taih1246,shifting
6182,tja,taju1238,not endangered
6183,tjg,tunj1244,threatened
6184,tji,nort2732,moribund
6185,tjj,yang1305,nearly extinct
6186,tjl,tail1248,threatened
6187,tjm,timu1245,extinct
6188,tjn,tonj1246,extinct
6189,tjo,tema1243,shifting
6190,tjp,pini1245,nearly extinct
6191,tjs,sout2739,moribund
6192,tju,tjur1240,extinct
6193,tka,truk1242,extinct
6194,tkb,buks1238,not endangered
6195,tkd,tuku1254,not endangered
6196,tke,takw1238,not endangered
6197,tkf,tuku1240,extinct
6198,tkg,tesa1236,not endangered
6199,tkl,toke1240,shifting
6200,tkm,take1257,extinct
6201,tkn,toku1246,moribund
6202,tkp,tiko1237,not endangered
6203,tkq,teee1242,not endangered
6204,tkr,tsak1249,threatened
6205,tks,take1255,not endangered
6206,tkt,kath1250,not endangered
6207,tku,uppe1275,not endangered
6208,tkv,murp1234,not endangered
6209,tkw,tean1237,moribund
6210,tkx,tang1353,shifting
6211,tkz,taku1254,not endangered
6212,tla,sout2977,shifting
6213,tlb,tobe1252,not endangered
6214,tlc,yecu1235,shifting
6215,tld,tala1285,shifting
6216,tlf,tele1256,shifting
6217,tlg,tofa1246,threatened
6218,tli,tlin1245,nearly extinct
6219,tlj,tali1258,threatened
6220,tlk,talo1252,shifting
6221,tll,tete1250,not endangered
6222,tlm,tolo1255,shifting
6223,tln,talo1251,shifting
6224,tlo,talo1250,shifting
6225,tlp,filo1235,not endangered
6226,tlq,tail1246,threatened
6227,tlr,tali1259,not endangered
6228,tls,tamb1253,moribund
6229,tlt,telu1263,not endangered
6230,tlu,tule1244,shifting
6231,tlv,tali1262,threatened
6232,tlx,kheh1237,not endangered
6233,tly,taly1247,not endangered
6234,tma,tama1331,not endangered
6235,tmb,katb1237,threatened
6236,tmc,tuma1260,not endangered
6237,tmd,haru1245,shifting
6238,tme,trem1235,extinct
6239,tmf,toba1268,shifting
6240,tmg,tern1248,extinct
6241,tmi,tutu1241,shifting
6242,tmj,sama1240,threatened
6243,tmk,nort3144,not endangered
6244,tml,tamn1235,not endangered
6245,tmm,tait1248,not endangered
6246,tmn,tama1335,threatened
6247,tmo,temo1243,shifting
6248,tmq,tuml1238,shifting
6249,tmr,jewi1240,extinct
6250,tms,tima1241,shifting
6251,tmt,tasm1246,shifting
6252,tmu,iauu1242,not endangered
6253,tmv,temb1272,not endangered
6254,tmw,temu1239,shifting
6255,tmy,tami1290,not endangered
6256,tmz,tama1338,extinct
6257,tna,taca1256,shifting
6258,tnb,west2651,shifting
6259,tnc,tani1257,shifting
6260,tnd,ango1257,shifting
6261,tng,toba1280,not endangered
6262,tnh,maia1253,threatened
6263,tni,tand1253,extinct
6264,tnk,kwam1252,threatened
6265,tnl,lena1238,not endangered
6266,tnm,tabl1243,moribund
6267,tnn,nort2847,not endangered
6268,tno,toro1255,extinct
6269,tnp,whit1269,shifting
6270,tnq,tain1254,extinct
6271,tnr,bedi1235,shifting
6272,tns,teni1244,moribund
6273,tnt,tont1239,shifting
6274,tnu,tayk1238,shifting
6275,tnv,tang1330,not endangered
6276,tnw,tons1239,moribund
6277,tnx,tane1237,nearly extinct
6278,tny,tong1320,not endangered
6279,tnz,tong1308,shifting
6280,tob,toba1269,threatened
6281,toc,coyu1235,not endangered
6282,tod,toma1245,not endangered
6283,tof,gizr1240,shifting
6284,tog,tong1321,not endangered
6285,toh,gito1238,not endangered
6286,toi,tong1318,not endangered
6287,toj,tojo1241,shifting
6288,tol,tolo1259,extinct
6289,tom,tomb1243,shifting
6290,ton,tong1325,not endangered
6291,too,xico1235,shifting
6292,top,papa1238,threatened
6293,toq,topo1242,not endangered
6294,tor,togb1241,not endangered
6295,tos,high1243,not endangered
6296,tou,thoo1240,not endangered
6297,tov,uppe1235,shifting
6298,tow,jeme1245,shifting
6299,tox,tobi1238,moribund
6300,toy,topo1243,moribund
6301,toz,tooo1238,extinct
6302,tpa,taup1242,not endangered
6303,tpc,azoy1236,not endangered
6304,tpe,tipp1239,not endangered
6305,tpf,tarp1240,shifting
6306,tpg,kula1280,threatened
6307,tpi,tokp1240,not endangered
6308,tpj,tapi1253,shifting
6309,tpk,tupi1272,extinct
6310,tpl,tlac1237,not endangered
6311,tpm,tamp1252,not endangered
6312,tpn,tupi1273,extinct
6313,tpo,taip1250,threatened
6314,tpp,pisa1237,shifting
6315,tpq,tukp1239,shifting
6316,tpr,tupa1250,shifting
6317,tpt,tlac1235,shifting
6318,tpu,tamp1251,moribund
6319,tpv,tana1281,shifting
6320,tpw,tupi1274,extinct
6321,tpx,acat1239,not endangered
6322,tpy,trum1247,nearly extinct
6323,tpz,tinp1237,not endangered
6324,tqb,temb1276,moribund
6325,tql,leha1243,shifting
6326,tqm,turu1250,nearly extinct
6327,tqn,teni1238,nearly extinct
6328,tqo,toar1246,not endangered
6329,tqp,tomo1244,not endangered
6330,tqq,tunn1238,threatened
6331,tqr,toro1251,extinct
6332,tqt,west1511,not endangered
6333,tqu,touo1238,shifting
6334,tqw,tonk1249,extinct
6335,tra,tira1253,extinct
6336,trb,tere1276,shifting
6337,trc,copa1237,threatened
6338,trd,turi1246,shifting
6339,tre,east2465,threatened
6340,trf,trin1276,not endangered
6341,trg,lish1246,shifting
6342,trh,tura1265,moribund
6343,tri,trio1238,shifting
6344,trj,tora1267,shifting
6345,trl,trav1235,threatened
6346,trm,treg1243,shifting
6347,trn,trin1274,shifting
6348,tro,tara1313,shifting
6349,trp,kokb1239,threatened
6350,trq,sanm1298,threatened
6351,trr,taus1253,nearly extinct
6352,trs,chic1273,threatened
6353,trt,tung1293,threatened
6354,tru,turo1239,threatened
6355,trv,taro1264,nearly extinct
6356,trw,torw1241,threatened
6357,trx,trin1271,threatened
6358,try,turu1249,threatened
6359,trz,tora1263,extinct
6360,tsa,tsaa1242,not endangered
6361,tsb,tsam1247,shifting
6362,tsc,tswa1255,not endangered
6363,tsd,tsak1248,moribund
6364,tse,tuni1249,not endangered
6365,tsg,taus1251,not endangered
6366,tsh,tsuv1243,threatened
6367,tsi,nucl1649,nearly extinct
6368,tsj,tsha1245,threatened
6369,tsk,sder1236,threatened
6370,tsl,tsun1242,not endangered
6371,tsm,turk1288,not endangered
6372,tsn,tswa1253,not endangered
6373,tso,tson1249,not endangered
6374,tsp,nort2787,not endangered
6375,tsq,thai1240,not endangered
6376,tsr,akei1237,not endangered
6377,tss,taiw1241,threatened
6378,tst,tond1249,shifting
6379,tsu,tsou1248,shifting
6380,tsv,tsog1243,not endangered
6381,tsw,tsis1238,not endangered
6382,tsx,muba1238,not endangered
6383,tsy,tebu1240,shifting
6384,tsz,pure1242,shifting
6385,tta,tute1247,extinct
6386,ttb,gaaa1245,shifting
6387,ttc,tekt1235,shifting
6388,ttd,taua1242,not endangered
6389,tte,bwan1241,not endangered
6390,ttf,tuot1238,shifting
6391,ttg,tuto1241,threatened
6392,tth,uppe1406,not endangered
6393,tti,toba1266,moribund
6394,ttj,toor1238,not endangered
6395,ttk,toto1306,extinct
6396,ttl,tote1238,threatened
6397,ttm,nort2941,moribund
6398,ttn,towe1240,shifting
6399,tto,lowe1395,not endangered
6400,ttp,tomb1245,shifting
6401,ttq,tawa1286,not endangered
6402,ttr,tera1251,not endangered
6403,tts,nort2741,not endangered
6404,ttt,musl1236,moribund
6405,ttu,tora1259,threatened
6406,ttv,tita1241,not endangered
6407,ttw,long1406,shifting
6408,tty,sika1263,not endangered
6409,ttz,tsum1240,shifting
6410,tua,wiar1238,moribund
6411,tub,tuba1278,extinct
6412,tuc,mutu1242,not endangered
6413,tud,tuxa1239,extinct
6414,tue,tuyu1244,shifting
6415,tuf,cent2150,shifting
6416,tug,tuni1251,shifting
6417,tuh,taul1251,shifting
6418,tui,tupu1244,not endangered
6419,tuj,tugu1246,threatened
6420,tuk,turk1304,not endangered
6421,tul,tula1252,not endangered
6422,tum,tumb1250,not endangered
6423,tun,tuni1252,extinct
6424,tuo,tuca1252,threatened
6425,tuq,teda1241,threatened
6426,tur,nucl1301,not endangered
6427,tus,tusc1257,extinct
6428,tuu,tutu1242,extinct
6429,tuv,turk1308,not endangered
6430,tux,tuxi1238,extinct
6431,tuy,tuge1241,not endangered
6432,tuz,turk1306,not endangered
6433,tva,vagh1249,not endangered
6434,tvd,tsuv1239,not endangered
6435,tve,teun1241,extinct
6436,tvk,sout2859,not endangered
6437,tvl,tuva1244,threatened
6438,tvm,tela1241,not endangered
6439,tvn,tavo1242,not endangered
6440,tvo,tido1248,not endangered
6441,tvs,tave1240,not endangered
6442,tvt,tuts1235,not endangered
6443,tvu,tune1261,not endangered
6444,tvw,sedo1237,threatened
6445,tvy,timo1258,extinct
6446,twa,twan1247,extinct
6447,twb,west2559,not endangered
6448,twc,tesh1239,extinct
6449,twd,twen1241,threatened
6450,twe,teiw1235,shifting
6451,twf,nort1550,shifting
6452,twg,tere1277,threatened
6453,twh,taid1250,not endangered
6454,twl,tawa1270,not endangered
6455,twm,tawa1289,shifting
6456,twn,twen1242,moribund
6457,two,tswa1237,shifting
6458,twp,eree1241,not endangered
6459,twq,tasa1240,shifting
6460,twr,sout2971,threatened
6461,twt,turi1247,extinct
6462,twu,term1237,not endangered
6463,tww,tuwa1242,moribund
6464,twx,tewe1238,not endangered
6465,twy,tawo1243,threatened
6466,txa,tomb1244,threatened
6467,txb,tokh1243,extinct
6468,txc,tset1236,extinct
6469,txe,toto1304,shifting
6470,txg,tang1334,extinct
6471,txh,thra1250,extinct
6472,txi,ikpe1245,shifting
6473,txj,tarj1235,extinct
6474,txm,tomi1243,shifting
6475,txn,west2538,threatened
6476,txo,toto1302,shifting
6477,txq,tiii1241,threatened
6478,txr,tart1237,extinct
6479,txs,tons1240,threatened
6480,txt,cita1245,threatened
6481,txu,kaya1330,shifting
6482,txx,tata1257,threatened
6483,txy,tano1246,not endangered
6484,tya,tauy1241,threatened
6485,tye,kyen1242,threatened
6486,tyh,oduu1239,moribund
6487,tyi,teke1281,threatened
6488,tyj,taid1248,threatened
6489,tyl,thul1247,shifting
6490,tyn,komb1274,threatened
6491,typ,thay1248,extinct
6492,tyr,taid1249,shifting
6493,tys,tays1238,threatened
6494,tyt,tayt1241,not endangered
6495,tyu,kuaa1238,shifting
6496,tyv,tuvi1240,not endangered
6497,tyx,teke1276,not endangered
6498,tyz,tayy1238,threatened
6499,tza,tanz1238,not endangered
6500,tzh,tzel1254,not endangered
6501,tzj,tzut1248,threatened
6502,tzm,cent2194,threatened
6503,tzn,tugu1245,not endangered
6504,tzo,tzot1259,not endangered
6505,tzx,tabr1243,shifting
6506,uam,uamu1236,extinct
6507,uan,kuan1246,threatened
6508,uar,tair1256,not endangered
6509,uba,uban1243,not endangered
6510,ubi,ubii1238,threatened
6511,ubl,buhi1243,not endangered
6512,ubr,ubir1237,not endangered
6513,ubu,umbu1258,not endangered
6514,uby,ubyk1235,extinct
6515,uda,udaa1238,shifting
6516,ude,udih1248,nearly extinct
6517,udg,mudu1239,not endangered
6518,udi,udii1243,shifting
6519,udj,ujir1237,shifting
6520,udl,wuzl1236,not endangered
6521,udm,udmu1245,shifting
6522,udu,uduk1239,not endangered
6523,ues,kiok1239,threatened
6524,ufi,ufim1240,not endangered
6525,uga,ugar1238,extinct
6526,ugb,kuku1281,extinct
6527,uge,ughe1237,not endangered
6528,ugn,ugan1238,not endangered
6529,ugo,ugon1239,nearly extinct
6530,ugy,urug1238,shifting
6531,uha,uham1238,not endangered
6532,uhn,dama1272,shifting
6533,uig,uigh1240,not endangered
6534,uis,uisa1238,shifting
6535,uiv,iyiv1238,shifting
6536,uji,tanj1247,not endangered
6537,uka,kabu1249,threatened
6538,ukg,ukur1240,shifting
6539,ukh,ukhw1241,shifting
6540,ukl,ukra1235,not endangered
6541,ukp,ukpe1247,not endangered
6542,ukq,ukwa1238,shifting
6543,ukr,ukra1253,threatened
6544,uks,urub1243,nearly extinct
6545,uku,ukue1238,not endangered
6546,ukv,kuku1285,threatened
6547,ukw,ukwu1241,not endangered
6548,uky,kuuk1243,extinct
6549,ula,fung1245,not endangered
6550,ulb,uluk1257,not endangered
6551,ulc,ulch1241,nearly extinct
6552,ule,lule1238,extinct
6553,ulf,usku1243,shifting
6554,uli,ulit1238,shifting
6555,ulk,meri1244,shifting
6556,ull,ulla1237,extinct
6557,ulm,ulum1237,threatened
6558,uln,unse1236,moribund
6559,ulu,umal1238,shifting
6560,ulw,ulwa1239,shifting
6561,uma,umat1237,nearly extinct
6562,umb,umbu1257,not endangered
6563,umd,umbi1243,extinct
6564,umg,umbu1256,extinct
6565,umi,ukit1237,shifting
6566,umm,umon1238,not endangered
6567,umn,maky1235,not endangered
6568,umo,umot1240,extinct
6569,ump,umpi1239,nearly extinct
6570,umr,umbu1235,extinct
6571,ums,pend1242,shifting
6572,umu,muns1251,nearly extinct
6573,una,nort2857,not endangered
6574,une,unem1238,threatened
6575,ung,ngar1284,nearly extinct
6576,unk,enaw1238,shifting
6577,unm,unam1242,extinct
6578,unn,gana1278,extinct
6579,unr,mund1320,not endangered
6580,unu,unub1234,nearly extinct
6581,unx,mund1321,not endangered
6582,unz,unde1235,not endangered
6583,upi,umed1238,not endangered
6584,upv,urip1239,not endangered
6585,ura,urar1246,shifting
6586,urb,urub1250,shifting
6587,urc,urni1239,extinct
6588,urd,urdu1245,not endangered
6589,ure,uruu1244,extinct
6590,urf,urad1239,extinct
6591,urg,urig1240,threatened
6592,urh,urho1239,not endangered
6593,uri,urim1252,shifting
6594,urk,urak1238,shifting
6595,url,ural1274,extinct
6596,urm,urap1239,shifting
6597,urn,urua1244,shifting
6598,uro,urap1240,shifting
6599,urp,urup1235,not endangered
6600,urr,leha1244,shifting
6601,urt,urat1244,shifting
6602,uru,urum1250,extinct
6603,urv,urua1242,extinct
6604,urw,sopp1247,threatened
6605,urx,urim1251,shifting
6606,ury,orya1242,threatened
6607,urz,urue1240,shifting
6608,usa,usar1243,shifting
6609,ush,usho1238,shifting
6610,usi,usui1238,not endangered
6611,usk,usag1244,threatened
6612,usp,uspa1245,shifting
6613,usu,uyaa1238,shifting
6614,uta,otan1238,not endangered
6615,ute,utes1238,shifting
6616,utp,amba1266,not endangered
6617,utr,etul1245,not endangered
6618,utu,utuu1240,not endangered
6619,uum,urum1249,shifting
6620,uur,urav1235,nearly extinct
6621,uuu,uuuu1243,shifting
6622,uve,west2516,threatened
6623,uvh,urii1240,threatened
6624,uvl,lote1237,not endangered
6625,uwa,kuku1280,extinct
6626,uya,doko1243,shifting
6627,uzn,nort2690,not endangered
6628,uzs,sout2699,not endangered
6629,vaa,vaag1238,threatened
6630,vae,vale1250,not endangered
6631,vaf,vafs1240,threatened
6632,vag,vagl1239,not endangered
6633,vah,varh1239,not endangered
6634,vai,vaii1241,not endangered
6635,vaj,vase1234,threatened
6636,val,vehe1237,moribund
6637,vam,vani1248,threatened
6638,van,valm1241,moribund
6639,vao,vaoo1237,not endangered
6640,vap,vaip1239,threatened
6641,var,huar1255,shifting
6642,vas,vasa1239,not endangered
6643,vau,vanu1242,not endangered
6644,vav,varl1238,not endangered
6645,vay,wayu1241,shifting
6646,vbb,sout2883,threatened
6647,vec,vene1258,threatened
6648,ved,vedd1240,extinct
6649,vel,velu1238,threatened
6650,vem,vemg1240,not endangered
6651,ven,vend1245,not endangered
6652,veo,vent1242,extinct
6653,vep,veps1250,moribund
6654,ver,momj1237,not endangered
6655,vgr,vagh1246,not endangered
6656,vgt,vlaa1235,shifting
6657,vic,virg1240,not endangered
6658,vid,vidu1238,shifting
6659,vie,viet1252,not endangered
6660,vif,vili1238,not endangered
6661,vig,viem1243,not endangered
6662,vil,vile1241,extinct
6663,vin,vinz1238,threatened
6664,vis,vish1243,shifting
6665,vit,viti1241,not endangered
6666,viv,idun1242,not endangered
6667,vka,kari1304,extinct
6668,vki,ijaz1238,not endangered
6669,vkj,kuja1239,shifting
6670,vkk,kaur1269,not endangered
6671,vkl,kuli1254,not endangered
6672,vkm,kama1372,extinct
6673,vko,kode1237,shifting
6674,vkp,korl1238,not endangered
6675,vkt,teng1267,not endangered
6676,vku,kurr1243,nearly extinct
6677,vlp,valp1237,shifting
6678,vls,vlaa1240,threatened
6679,vma,mart1255,extinct
6680,vmb,mbab1239,extinct
6681,vmc,juxt1235,threatened
6682,vmd,mudu1241,shifting
6683,vme,east2462,moribund
6684,vmf,main1267,threatened
6685,vmg,mini1251,not endangered
6686,vmh,mara1373,shifting
6687,vmi,miwa1242,extinct
6688,vmj,ixta1235,threatened
6689,vmk,makh1260,not endangered
6690,vml,malg1242,extinct
6691,vmm,mitl1235,threatened
6692,vmp,soya1237,threatened
6693,vmq,soya1236,shifting
6694,vmr,mare1260,not endangered
6695,vms,moks1249,extinct
6696,vmu,mulu1243,extinct
6697,vmv,vall1252,extinct
6698,vmw,makh1264,not endangered
6699,vmx,tama1339,threatened
6700,vmy,ayau1235,threatened
6701,vmz,maza1296,threatened
6702,vnk,vano1237,nearly extinct
6703,vnm,vinm1237,shifting
6704,vnp,vuna1239,shifting
6705,vor,voro1240,not endangered
6706,vot,voti1245,nearly extinct
6707,vra,vera1241,shifting
6708,vro,sout2679,shifting
6709,vrs,vari1239,not endangered
6710,vrt,burm1263,shifting
6711,vsi,mold1243,not endangered
6712,vsl,vene1237,not endangered
6713,vsv,vale1251,threatened
6714,vto,vito1235,shifting
6715,vum,vumb1238,shifting
6716,vun,vunj1238,not endangered
6717,vut,vute1244,not endangered
6718,vwa,awac1238,threatened
6719,waa,wall1238,nearly extinct
6720,wab,wabb1237,shifting
6721,wac,wasc1239,extinct
6722,wad,wand1267,threatened
6723,wae,wals1238,threatened
6724,waf,wako1235,extinct
6725,wag,waem1237,not endangered
6726,wah,watu1247,threatened
6727,wai,ware1254,shifting
6728,waj,waff1241,not endangered
6729,wal,wola1242,not endangered
6730,wam,wamp1249,extinct
6731,wan,wann1242,not endangered
6732,wao,wapp1239,extinct
6733,wap,wapi1253,threatened
6734,waq,wage1238,moribund
6735,war,wara1300,not endangered
6736,was,wash1253,moribund
6737,wat,kani1281,shifting
6738,wau,waur1244,shifting
6739,wav,waka1275,not endangered
6740,waw,waiw1244,shifting
6741,wax,wata1253,shifting
6742,way,waya1269,shifting
6743,waz,wamp1248,not endangered
6744,wba,wara1303,threatened
6745,wbb,wabo1240,shifting
6746,wbe,wari1264,shifting
6747,wbf,wara1292,shifting
6748,wbh,wand1264,threatened
6749,wbi,vwan1235,not endangered
6750,wbj,alag1248,shifting
6751,wbk,waig1243,shifting
6752,wbl,wakh1245,threatened
6753,wbm,nucl1290,not endangered
6754,wbp,warl1254,shifting
6755,wbq,wadd1237,not endangered
6756,wbr,wagd1238,not endangered
6757,wbs,kolk1234,not endangered
6758,wbt,wanm1242,moribund
6759,wbv,waja1257,moribund
6760,wbw,woii1237,shifting
6761,wca,yano1262,shifting
6762,wci,waci1239,not endangered
6763,wdd,wand1266,not endangered
6764,wdg,wada1263,not endangered
6765,wdj,wadj1254,moribund
6766,wdu,wadj1255,extinct
6767,wea,wewa1238,extinct
6768,wec,wewe1238,not endangered
6769,wed,weda1241,not endangered
6770,weh,wehh1238,not endangered
6771,wei,were1244,not endangered
6772,wem,weme1239,not endangered
6773,weo,nort2864,not endangered
6774,wep,west2356,threatened
6775,wer,weri1253,not endangered
6776,wes,came1254,not endangered
6777,wet,pera1257,threatened
6778,weu,wela1234,not endangered
6779,wew,weje1237,not endangered
6780,wfg,yafi1240,shifting
6781,wga,waga1260,extinct
6782,wgb,waga1268,not endangered
6783,wgg,wang1290,nearly extinct
6784,wgi,nucl1620,not endangered
6785,wgo,waig1244,shifting
6786,wgu,wira1265,extinct
6787,wgy,warr1255,extinct
6788,wha,manu1258,threatened
6789,whg,nort2921,not endangered
6790,whk,waha1238,shifting
6791,whu,waha1239,threatened
6792,wib,sout2797,not endangered
6793,wic,wich1260,extinct
6794,wie,wike1239,extinct
6795,wif,wikk1239,extinct
6796,wig,wikn1245,shifting
6797,wih,wikm1246,moribund
6798,wii,mini1253,nearly extinct
6799,wij,wiki1239,moribund
6800,wik,wika1238,moribund
6801,wil,wila1240,extinct
6802,wim,wikm1247,shifting
6803,win,hoch1243,shifting
6804,wir,wira1264,extinct
6805,wiu,wiru1244,threatened
6806,wiv,mudu1242,not endangered
6807,wiy,wiyo1248,extinct
6808,wja,waja1259,not endangered
6809,wji,warj1253,threatened
6810,wka,kwad1248,extinct
6811,wkd,wakd1237,shifting
6812,wkl,kala1255,threatened
6813,wku,kund1253,threatened
6814,wkw,waka1274,nearly extinct
6815,wla,nucl1453,shifting
6816,wlc,mwal1237,not endangered
6817,wle,wola1253,not endangered
6818,wlg,kunb1251,extinct
6819,wlh,wela1235,not endangered
6820,wli,waio1238,threatened
6821,wlk,wail1244,extinct
6822,wll,wali1262,shifting
6823,wln,wall1255,shifting
6824,wlo,woli1241,threatened
6825,wlr,wail1242,shifting
6826,wls,wall1257,not endangered
6827,wlu,wuli1242,extinct
6828,wlv,wich1263,threatened
6829,wlw,wala1269,not endangered
6830,wlx,wali1263,not endangered
6831,wly,wali1261,extinct
6832,wma,mawa1236,extinct
6833,wmb,wamb1258,nearly extinct
6834,wmc,wama1247,shifting
6835,wmd,mama1278,shifting
6836,wme,wamb1257,threatened
6837,wmh,waim1252,shifting
6838,wmi,wami1239,extinct
6839,wmm,maiw1250,threatened
6840,wmn,waam1236,extinct
6841,wmo,womp1235,shifting
6842,wms,wamb1259,threatened
6843,wmt,walm1241,shifting
6844,wmw,mwan1247,not endangered
6845,wmx,womo1238,nearly extinct
6846,wnb,wana1269,threatened
6847,wnc,want1252,shifting
6848,wnd,wand1263,extinct
6849,wne,wane1241,not endangered
6850,wng,wang1299,threatened
6851,wni,ndzw1235,not endangered
6852,wnk,wanu1241,shifting
6853,wnm,wang1289,extinct
6854,wno,wano1243,shifting
6855,wnp,wana1268,shifting
6856,wnu,usan1239,threatened
6857,wnw,nucl1651,extinct
6858,wny,wany1247,extinct
6859,woa,tyar1236,extinct
6860,wob,weno1238,not endangered
6861,woc,woge1237,shifting
6862,wod,wola1243,threatened
6863,woe,wole1240,shifting
6864,wof,gamb1252,not endangered
6865,wog,woga1249,shifting
6866,woi,kama1365,shifting
6867,wok,long1387,threatened
6868,wol,nucl1347,not endangered
6869,wom,womn1235,not endangered
6870,won,wong1247,not endangered
6871,woo,mano1275,threatened
6872,wor,wori1246,nearly extinct
6873,wos,hang1263,threatened
6874,wow,wawo1239,threatened
6875,woy,weyt1237,extinct
6876,wpc,maco1239,threatened
6877,wrb,warl1256,extinct
6878,wrd,ward1243,not endangered
6879,wrg,waru1264,extinct
6880,wrh,wira1262,nearly extinct
6881,wri,wari1262,extinct
6882,wrk,gara1269,moribund
6883,wrl,warl1255,moribund
6884,wrm,waru1265,moribund
6885,wrn,warn1244,shifting
