glottocode,name,isocodes,level,macroarea,latitude,longitude,name_normalized,Name in English,Number of speakers,Degree of endangerment
aasa1238,Aasax,aas,language,Africa,-4.00679,36.8648,aasax,Aasax,0,Extinct
abag1245,Abaga,abg,language,Papunesia,-6.12028,145.665,abaga,Abaga,5,Critically endangered
abai1240,Abai Sungai,abf,language,Papunesia,5.55394,118.306,abai sungai,Abai Sungai,400,Definitely endangered
abaz1241,Abaza,abq,language,Eurasia,44.25,42.0,abaza,Abaza,31000,Definitely endangered
abkh1244,Abkhaz,abk,language,Eurasia,43.056218,41.159115,abkhaz,Abkhaz,125000,Vulnerable
acha1250,Achagua,aca,language,South America,4.38649,-72.2005,achagua,Achagua,283,Severely endangered
ache1245,Acheron,acz,language,Africa,10.8827,30.3187,acheron,Acheron,70000,Severely endangered
achu1249,Achuar,,dialect,South America,,,achuar,Achuar,2500,Definitely endangered
achu1247,Achumawi,acv,language,North America,41.0979,-121.191,achumawi,Achumawi,10,Critically endangered
adab1235,Adabe,adb,language,Papunesia,-8.22674,125.576,adabe,Adabe,1000,Vulnerable
adny1235,Adnyamathanha,adt,language,Australia,-30.1451,138.671,adnyamathanha,Adnyamathanha,100,Definitely endangered
afit1238,Afitti,aft,language,Africa,12.446,30.7611,afitti,Afitti,4512,Severely endangered
ahom1240,Ahom,aho,language,Eurasia,27.2778,88.464,ahom,Ahom,0,Extinct
aimo1244,Aimol,aim,language,Eurasia,24.6437,94.3556,aimol,Aimol,2643,Critically endangered
ainb1238,Ainbai,aic,language,Papunesia,-3.09214,141.149,ainbai,Ainbai,100,Severely endangered
aito1238,Aiton,aio,language,Eurasia,26.5145,92.3169,aiton,Aiton,2000,Severely endangered
akkk1240,Ak,akq,language,Papunesia,-3.57026,141.784,ak,Ak,83,Severely endangered
akaa1242,Aka,soh,language,Africa,11.2101,33.6524,aka,Aka,4000,Definitely endangered
akaa1242,Aka,soh,language,Africa,11.2101,33.6524,aka,Aka,300,Critically endangered
akeu1235,Akeu,aeu,language,Eurasia,22.1959,101.0823,akeu,Akeu,5000,Definitely endangered
akka1237,Akkala Saami,sia,language,Eurasia,67.8625,32.4046,akkala saami,Akkala Saami,0,Extinct
akum1238,Akum,aku,language,Africa,6.85716,9.96261,akum,Akum,600,Critically endangered
akun1241,Akuntsu,aqz,language,South America,-12.8322,-60.9716,akuntsu,Akuntsu,6,Critically endangered
alab1237,Alabama,akz,language,North America,30.76738,-94.62848,alabama,Alabama,275,Definitely endangered
alab1246,Alabat Island Agta,dul,language,Papunesia,14.1217,122.014,alabat island agta,Alabat Island Agta,30,Critically endangered
alab1256,Alabugat Tatar,,dialect,Eurasia,43.59,46.66,alabugat tatar,Alabugat Tatar,422,Definitely endangered
alaw1244,Alawa,alh,language,Australia,-15.5458,134.282,alawa,Alawa,22,Critically endangered
alun1238,Alune,alp,language,Papunesia,-3.11477,128.394,alune,Alune,12000,Vulnerable
aluo1235,Aluo,yna,language,Eurasia,26.0,102.0,aluo,Aluo,20000,Definitely endangered
alut1245,Alutor,alr,language,Eurasia,60.3844,165.653,alutor,Alutor,1000,Severely endangered
amah1245,Amahai,amq,language,Papunesia,-3.32028,128.939,amahai,Amahai,30,Critically endangered
amah1246,Amahuaca,amc,language,South America,-10.2012,-72.3208,amahuaca,Amahuaca,500,Severely endangered
aman1266,Amanayé,ama,language,South America,-3.79772,-48.6613,amanayé,Amanayé,0,Extinct
ambl1237,Amblong,alm,language,Papunesia,-15.5169,166.95,amblong,Amblong,150,Definitely endangered
amis1246,Amis,ami,language,Papunesia,23.0917,121.348,amis,Amis,30000,Vulnerable
anal1239,Anal,anm,language,Eurasia,24.0506,94.2806,anal,Anal,23000,Vulnerable
anam1249,Anambé,aan,language,South America,-2.71119,-49.303,anambé,Anambé,6,Critically endangered
andi1255,Andi,ani,language,Eurasia,42.8078,46.2919,andi,Andi,23729,Definitely endangered
andi1257,Andio,bzb,language,Papunesia,-0.88368,123.174,andio,Andio,1700,Vulnerable
ando1257,Andoke,,dialect,South America,,,andoke,Andoke,597,Severely endangered
andr1246,Andro,,language,Eurasia,24.754303,94.033796,andro,Andro,0,Extinct
anfi1235,Anfillo,myo,language,Africa,8.568,34.647,anfillo,Anfillo,500,Critically endangered
angi1238,Angika,anp,language,Eurasia,26.0047,85.534,angika,Angika,740892,Vulnerable
anim1239,Animere,anf,language,Africa,7.60385,0.41962,animere,Animere,700,Critically endangered
anin1240,Anindilyakwa,aoi,language,Australia,-13.99904,136.6415,anindilyakwa,Anindilyakwa,2000,Vulnerable
anuk1239,Anuki,aui,language,Papunesia,-9.6692,149.822,anuki,Anuki,542,Definitely endangered
aore1237,Aore,aor,language,Papunesia,-15.5753,167.166,aore,Aore,0,Extinct
apat1240,Apatani,apt,language,Eurasia,27.1933,93.7284,apatani,Apatani,35000,Vulnerable
apia1248,Apiaká,api,language,South America,-7.84711,-57.91,apiaká,Apiaká,1,Critically endangered
apol1242,Apolista,,language,South America,-14.83,-68.66,apolista,Apolista,0,Extinct
apur1254,Apurinã,apu,language,South America,-8.21692,-66.7714,apurinã,Apurinã,2000,Definitely endangered
aput1237,Aputai,apx,language,Papunesia,-7.84732,126.496,aputai,Aputai,120,Critically endangered
arab1267,Arabana,ard,language,Australia,-28.705,135.449,arabana,Arabana,6,Critically endangered
arab1268,Arabela,arl,language,South America,-1.96126,-75.0612,arabela,Arabela,50,Severely endangered
arag1245,Aragonese,arg,language,Eurasia,42.4669,-0.00919,aragonese,Aragonese,10000,Definitely endangered
arak1252,Araki,akr,language,Papunesia,-15.632997,166.952542,araki,Araki,8,Critically endangered
arao1248,Araona,aro,language,South America,-12.4242,-67.7293,araona,Araona,81,Severely endangered
araw1273,Araweté,awt,language,South America,-4.90246,-52.5001,araweté,Araweté,339,Vulnerable
arba1240,Arbanasi,,dialect,Eurasia,,,arbanasi,Arbanasi,500,Severely endangered
arbo1245,Arbore,arv,language,Africa,4.92183,36.7986,arbore,Arbore,4441,Definitely endangered
arch1244,Archi,aqc,language,Eurasia,42.3239,46.8267,archi,Archi,524,Definitely endangered
arem1240,Arem,aem,language,Eurasia,17.7672,105.928,arem,Arem,100,Severely endangered
argo1244,Argobba,agj,language,Africa,10.6596,39.756,argobba,Argobba,8000,Critically endangered
argu1237,Arguni,agf,language,Papunesia,-2.645798,132.5556,arguni,Arguni,150,Vulnerable
arii1243,Ari,aac,language,Papunesia,-7.95526,142.4,ari,Ari,80,Severely endangered
arib1241,Aribwatsa,laz,language,Papunesia,-6.72266,146.991,aribwatsa,Aribwatsa,0,Extinct
arik1262,Arikara,ari,language,North America,45.0,-100.0,arikara,Arikara,10,Critically endangered
arin1243,Arin,xrn,language,Eurasia,57.0,93.0,arin,Arin,0,Extinct
arma1243,Arman,,language,Eurasia,59.67099,150.13239,arman,Arman,0,Extinct
arom1237,Aromanian,rup,language,Eurasia,40.616,21.2,aromanian,Aromanian,500000,Definitely endangered
arta1239,Arta,atz,language,Papunesia,16.4185,121.656,arta,Arta,0,Extinct
asss1237,As,asz,language,Papunesia,-0.75267,131.728,as,As,230,Vulnerable
ashk1246,Ashkun,ask,language,Eurasia,35.10699,70.542035,ashkun,Ashkun,2000,Definitely endangered
asht1244,Ashtiani,atn,language,Eurasia,37.7469,48.6808,ashtiani,Ashtiani,21000,Definitely endangered
asum1237,Asumboa,aua,language,Papunesia,-11.2969,166.499,asumboa,Asumboa,40,Severely endangered
ataa1240,Ata,atm,language,Papunesia,9.715,122.9,ata,Ata,2000,Critically endangered
atik1240,Atikamekw,atj,language,North America,47.9555,-73.7989,atikamekw,Atikamekw,4155,Vulnerable
atsu1245,Atsugewi,atw,language,North America,40.4271,-120.661,atsugewi,Atsugewi,0,Extinct
auye1238,Auye,auu,language,Papunesia,-3.43705,136.096,auye,Auye,350,Vulnerable
avar1256,Avar,ava,language,Eurasia,41.7047,46.558,avar,Avar,784840,Vulnerable
awer1241,Awera,awr,language,Papunesia,-2.71886,136.063,awera,Awera,70,Vulnerable
awyi1241,Awyi,auw,language,Papunesia,-3.00564,140.604,awyi,Awyi,350,Vulnerable
ayau1235,Ayautla Mazatec,vmy,language,North America,18.0993,-96.5952,ayautla mazatec,Ayautla Mazatec,3192,Vulnerable
ayiz1244,Ayizi,yyz,language,Eurasia,25.0,103.7,ayizi,Ayizi,10,Critically endangered
ayor1240,Ayoreo,ayo,language,South America,-19.220055,-60.217495,ayoreo,Ayoreo,3700,Definitely endangered
babu1240,Babuza,bzg,language,Papunesia,24.0017,120.585,babuza,Babuza,0,Extinct
bada1257,Badaga,bfq,language,Eurasia,11.3094,76.5974,badaga,Badaga,134514,Definitely endangered
bade1248,Bade,bde,language,Africa,12.789,10.6557,bade,Bade,250000,Vulnerable
baga1270,Baga Manduri,bmd,language,Africa,10.76747,-14.60521,baga manduri,Baga Manduri,4000,Definitely endangered
baga1276,Baga Mboteni,bgm,dialect,Africa,12.27246,-12.07358,baga mboteni,Baga Mboteni,0,Critically endangered
baga1272,Baga Sitemu,bsp,language,Africa,10.4793,-14.4756,baga sitemu,Baga Sitemu,4000,Severely endangered
bagh1249,Baghati,,dialect,Eurasia,31.194,77.0471,baghati,Baghati,3976,Critically endangered
bagu1252,Bagupi,bpi,language,Papunesia,-5.07778,145.632,bagupi,Bagupi,60,Definitely endangered
bagv1239,Bagvalal,kva,language,Eurasia,42.3966,46.1041,bagvalal,Bagvalal,5000,Definitely endangered
bahi1252,Bahing,bhj,language,Eurasia,27.3323,86.3949,bahing,Bahing,2765,Definitely endangered
baho1237,Bahonsuai,bsu,language,Papunesia,-2.22572,121.707,bahonsuai,Bahonsuai,180,Definitely endangered
baii1251,Bai,bdj,language,Africa,7.57221,26.48246,bai,Bai,2500,Definitely endangered
baim1244,Baima,bqh,language,Eurasia,33.1001,103.952,baima,Baima,10000,Vulnerable
bain1260,Bainouk-Samik,bcb,language,Africa,12.5053,-15.9969,bainouk-samik,Bainouk-Samik,1685,Severely endangered
baki1244,Baki,bki,language,Papunesia,-16.7096,168.165,baki,Baki,150,Vulnerable
bako1250,Bakole,kme,language,Africa,4.43654,8.97387,bakole,Bakole,300,Critically endangered
bald1241,Baldemu,bdn,language,Africa,10.9078,14.4674,baldemu,Baldemu,3,Critically endangered
bamb1262,Bambassi,myf,language,Africa,9.82554,34.6522,bambassi,Bambassi,5000,Definitely endangered
bana1305,Bana,bcw,language,Africa,10.3535,13.6131,bana,Bana,200,Severely endangered
bana1308,Banat Bulgarian,,dialect,Eurasia,,,banat bulgarian,Banat Bulgarian,25000,Definitely endangered
band1340,Bandial,bqj,language,Africa,12.5258,-16.4245,bandial,Bandial,10125,Vulnerable
bang1335,Bangani,,dialect,Eurasia,29.8692,79.0686,bangani,Bangani,12000,Critically endangered
bang1338,Bangni,,dialect,Eurasia,,,bangni,Bangni,20000,Vulnerable
bang1376,Bangsa,,dialect,Papunesia,,,bangsa,Bangsa,10,Critically endangered
bant1281,Bantawa,bap,language,Eurasia,27.12147,87.04738,bantawa,Bantawa,371056,Vulnerable
bara1371,Baras,brs,language,Papunesia,-1.5667,119.342,baras,Baras,200,Severely endangered
barb1263,Barbareño,boi,language,North America,34.462,-119.699,barbareño,Barbareño,0,Extinct
bard1255,Bardi,bcj,language,Australia,-16.6274,122.906,bardi,Bardi,30,Severely endangered
bari1297,Barí,mot,language,South America,9.08497,-72.9353,barí,Barí,5000,Vulnerable
bart1238,Bartangi,,dialect,Eurasia,38.21974,72.11835,bartangi,Bartangi,5000,Severely endangered
basa1287,Basay,byq,language,Papunesia,25.0046,121.857,basay,Basay,0,Extinct
bash1263,Bashkardi,bsg,language,Eurasia,32.0,53.0,bashkardi,Bashkardi,7000,Definitely endangered
bash1264,Bashkir,bak,language,Eurasia,53.59671,56.55937,bashkir,Bashkir,1379727,Vulnerable
basq1248,Basque,eus,language,Eurasia,43.2787,-1.31622,basque,Basque,660000,Vulnerable
bata1297,Bataan Ayta,ayt,language,Papunesia,14.4153,120.49,bataan ayta,Bataan Ayta,500,Definitely endangered
bata1301,Batak,bya,language,Papunesia,10.1115,119.025,batak,Batak,200,Definitely endangered
bate1262,Batek,btq,language,Eurasia,4.8223,102.382,batek,Batek,700,Critically endangered
bate1261,Bateri,btv,language,Eurasia,34.9582,72.92674,bateri,Bateri,29000,Definitely endangered
bath1244,Bathari,bhm,language,Eurasia,17.4485,53.119,bathari,Bathari,300,Critically endangered
bati1250,Bati,,dialect,Africa,,,bati,Bati,800,Severely endangered
bats1242,Bats,bbl,language,Eurasia,42.1806,45.344,bats,Bats,500,Severely endangered
baur1253,Baure,brg,language,South America,-13.61,-63.68,baure,Baure,55,Critically endangered
bayg1239,Baygo,byg,language,Africa,11.13,25.22,baygo,Baygo,0,Extinct
beav1236,Beaver,bea,language,North America,56.7984,-120.352,beaver,Beaver,195,Definitely endangered
bedo1237,Bedoanas,bed,language,Papunesia,-2.74438,132.566,bedoanas,Bedoanas,180,Vulnerable
beek1238,Beeke,bkf,language,Africa,3.18438,29.9842,beeke,Beeke,1000,Severely endangered
beez1238,Beezen,bnz,language,Africa,6.81552,10.109,beezen,Beezen,400,Severely endangered
bela1256,Belanda Bor,bxb,language,Africa,6.6503,27.8232,belanda bor,Belanda Bor,8000,Definitely endangered
bela1254,Belarusian,bel,language,Eurasia,53.2307,25.6038,belarusian,Belarusian,4000000,Vulnerable
bell1243,Bella Coola,blc,language,North America,52.3448,-126.689,bella coola,Bella Coola,50,Critically endangered
beng1282,Benga,bng,language,Africa,1.075766,9.600739,benga,Benga,3000,Definitely endangered
beng1287,Benggoi,bgy,language,Papunesia,-3.13924,130.091,benggoi,Benggoi,320,Definitely endangered
bepo1240,Bepour,bie,language,Papunesia,-4.5985,145.442,bepour,Bepour,57,Severely endangered
bera1261,Berakou,bxv,language,Africa,12.5,15.0,berakou,Berakou,0,Extinct
bert1249,Berti,byt,language,Africa,14.67,25.83,berti,Berti,0,Extinct
besm1235,Besme,bes,language,Africa,9.59226,16.0938,besme,Besme,1228,Severely endangered
beso1237,Besoa,bep,language,Papunesia,-1.60095,120.379,besoa,Besoa,3000,Vulnerable
bezh1248,Bezhta,kap,language,Eurasia,42.1206,46.0332,bezhta,Bezhta,6461,Definitely endangered
bhar1240,Bharmauri,,dialect,Eurasia,,,bharmauri,Bharmauri,3976,Definitely endangered
biak1248,Biak,bhw,language,Papunesia,-0.9523,135.879,biak,Biak,30000,Vulnerable
bier1244,Bierebo,bnk,language,Papunesia,-16.6663,168.154,bierebo,Bierebo,350,Vulnerable
bier1246,Bieria,brj,language,Papunesia,-16.7867,168.232,bieria,Bieria,25,Critically endangered
biet1238,Biete,biu,language,Eurasia,24.273507,92.94342,biete,Biete,19000,Definitely endangered
biky1238,Bikya,byb,language,Africa,6.74997,10.5333,bikya,Bikya,1,Critically endangered
birh1242,Birhor,biy,language,Eurasia,23.585,85.5611,birhor,Birhor,2000,Critically endangered
birr1240,Birri,bvq,language,Africa,5.33,24.6,birri,Birri,200,Critically endangered
bish1246,Bishuo,bwh,language,Africa,6.67251,9.79396,bishuo,Bishuo,1,Critically endangered
bisu1244,Bisu,bzi,language,Eurasia,20.8542,99.9862,bisu,Bisu,2740,Definitely endangered
blab1237,Blablanga,blp,language,Papunesia,-8.15058,159.419,blablanga,Blablanga,600,Definitely endangered
bogu1241,Boguru,bqu,language,Africa,4.49213,29.1344,boguru,Boguru,494,Critically endangered
bola1250,Bola,bnp,language,Papunesia,-5.55792,150.095,bola,Bola,1000,Definitely endangered
bomm1240,Bom,,dialect,Africa,9.27518,-11.597,bom,Bom,20,Severely endangered
bona1250,Bonan,peh,language,Eurasia,35.515,102.01778,bonan,Bonan,15000,Definitely endangered
bone1255,Bonerif,bnv,language,Papunesia,-2.09529,139.208,bonerif,Bonerif,4,Critically endangered
bong1287,Bonggo,bpg,language,Papunesia,-2.28044,139.576,bonggo,Bonggo,200,Severely endangered
bong1285,Bongo,bot,language,Africa,7.4145,27.9918,bongo,Bongo,10084,Definitely endangered
boor1242,Boor,bvf,language,Africa,10.0904,17.5648,boor,Boor,100,Critically endangered
bora1263,Bora,boa,language,South America,-2.000259,-72.257066,bora,Bora,1000,Vulnerable
boro1283,Boro,xxb,language,Africa,7.496728,0.362291,boro,Boro,19878,Definitely endangered
boro1283,Boro,xxb,language,Africa,7.496728,0.362291,boro,Boro,0,Extinct
boro1282,Bororo,bor,language,South America,-16.6029,-55.2004,bororo,Bororo,1390,Definitely endangered
boru1252,Boruca,brn,language,North America,8.88093,-83.2124,boruca,Boruca,70,Critically endangered
botl1242,Botlikh,bph,language,Eurasia,42.665,46.22,botlikh,Botlikh,4000,Definitely endangered
brah1256,Brahui,brh,language,Eurasia,29.04,66.56,brahui,Brahui,500000,Vulnerable
bret1244,Breton,bre,language,Eurasia,48.2452,-3.78934,breton,Breton,250000,Severely endangered
bubi1249,Bubia,bbx,language,Africa,4.02178,9.22304,bubia,Bubia,600,Severely endangered
budi1249,Budibud,btp,language,Papunesia,-9.29802,153.689,budibud,Budibud,120,Vulnerable
budo1241,Budong-Budong,bdx,language,Papunesia,-2.07756,119.327,budong-budong,Budong-Budong,50,Critically endangered
budu1248,Budukh,bdk,language,Eurasia,41.2272,48.3353,budukh,Budukh,3000,Severely endangered
bukh1238,Bukharic,bhh,language,Eurasia,41.0,64.0,bukharic,Bukharic,10000,Definitely endangered
buki1249,Bukiyip,ape,language,Papunesia,-3.47169,143.111,bukiyip,Bukiyip,10304,Vulnerable
bulg1265,Bulgebi,bmp,language,Papunesia,-5.69713,146.403,bulgebi,Bulgebi,50,Definitely endangered
bumb1241,Bumbita Arapesh,aon,language,Papunesia,-3.65508,142.859,bumbita arapesh,Bumbita Arapesh,2353,Vulnerable
gahr1239,Bunan,bfu,language,Eurasia,32.2168,77.9596,bunan,Bunan,4000,Definitely endangered
bung1259,Bung,bqd,language,Africa,6.40736,11.6389,bung,Bung,3,Critically endangered
bunu1267,Bunun,bnn,language,Papunesia,23.4116,121.025,bunun,Bunun,10000,Vulnerable
bura1276,Burate,bti,language,Papunesia,-2.79301,136.038,burate,Burate,100,Severely endangered
burg1244,Burgenland Croatian,,dialect,Eurasia,47.544,16.626,burgenland croatian,Burgenland Croatian,30000,Definitely endangered
burj1242,Burji,bji,language,Africa,4.44624,38.4646,burji,Burji,7000,Vulnerable
buru1320,Burunge,bds,language,Africa,-5.21369,35.963,burunge,Burunge,10000,Vulnerable
buru1296,Burushaski,bsk,language,Eurasia,36.2161,74.8236,burushaski,Burushaski,87000,Vulnerable
buso1238,Busoa,bup,language,Papunesia,-5.60524,122.622,busoa,Busoa,500,Vulnerable
buss1239,Bussa,dox,language,Africa,5.74987,37.2017,bussa,Bussa,6624,Vulnerable
busu1244,Busuu,bju,language,Africa,6.68152,9.78433,busuu,Busuu,8,Critically endangered
bwis1242,Bwisi,bwz,language,Africa,-3.23686,11.9595,bwisi,Bwisi,4248,Definitely endangered
byan1241,Byangsi,bee,language,Eurasia,29.92002,80.63653,byangsi,Byangsi,1734,Definitely endangered
caac1237,Caac,msq,language,Papunesia,-20.4114,164.578,caac,Caac,890,Vulnerable
cabe1245,Cabécar,cjp,language,North America,9.67031,-83.4102,cabécar,Cabécar,7622,Vulnerable
caca1247,Cacaopera,ccr,language,North America,13.7437,-88.1133,cacaopera,Cacaopera,0,Extinct
cadd1256,Caddo,cad,language,North America,33.33,-93.5,caddo,Caddo,25,Critically endangered
cahu1264,Cahuilla,chl,language,North America,33.5324,-116.691,cahuilla,Cahuilla,30,Critically endangered
cama1250,Camarines Norte Agta,abd,language,Papunesia,14.1571,122.835,camarines norte agta,Camarines Norte Agta,150,Severely endangered
camb1245,Cambap,,dialect,Africa,,,cambap,Cambap,30,Critically endangered
cams1241,Camsá,kbh,language,South America,1.14537,-76.8931,camsá,Camsá,3500,Definitely endangered
cani1243,Canichana,caz,language,South America,-14.3058,-64.944455,canichana,Canichana,3,Extinct
capa1241,Capanahua,kaq,language,South America,-6.63254,-74.3813,capanahua,Capanahua,120,Severely endangered
cari1279,Carijona,cbd,language,South America,1.21894,-72.0664,carijona,Carijona,30,Critically endangered
cash1251,Cashibo-Cacataibo,cbr,language,South America,-8.70232,-75.4206,cashibo-cacataibo,Cashibo-Cacataibo,1800,Definitely endangered
cata1286,Catawba,chc,language,North America,34.9685,-80.8857,catawba,Catawba,0,Extinct
cayu1241,Cayuse,xcy,language,North America,46.1136,-117.94,cayuse,Cayuse,0,Extinct
cent2084,Central Cagayan Agta,agt,language,Papunesia,17.9571,121.857,central cagayan agta,Central Cagayan Agta,779,Vulnerable
cent2145,Central Pame,pbs,language,North America,21.3762,-99.2898,central pame,Central Pame,7399,Vulnerable
cent2138,Central Pomo,poo,language,North America,38.90547,-123.66393,central pomo,Central Pomo,3,Critically endangered
cent2328,Central Selkup,,dialect,Eurasia,59.8903,82.0129,central selkup,Central Selkup,5,Critically endangered
cent2140,Central Sierra Miwok,csm,language,North America,38.0812,-120.257,central sierra miwok,Central Sierra Miwok,3,Critically endangered
chac1251,Chácobo,cao,language,South America,-12.133,-66.7164,chácobo,Chácobo,550,Definitely endangered
chai1254,Chairel,,language,Eurasia,24.30438,93.866431,chairel,Chairel,0,Extinct
cham1315,Chamacoco,ceg,language,South America,-20.5899,-58.2005,chamacoco,Chamacoco,40,Critically endangered
cham1309,Chamalal,cji,language,Eurasia,42.5024,45.995,chamalal,Chamalal,12000,Definitely endangered
cham1307,Chambeali,cdh,language,Eurasia,32.5476,76.1796,chambeali,Chambeali,126589,Definitely endangered
cham1318,Chamicuro,ccc,language,South America,-5.1149,-75.6778,chamicuro,Chamicuro,8,Critically endangered
cham1312,Chamorro,cha,language,Papunesia,13.438011,144.74474,chamorro,Chamorro,62500,Vulnerable
chan1296,Chaná,,language,South America,-33.69,-57.78,chaná,Chaná,1,Critically endangered
chan1308,Chang,,dialect,Eurasia,,,chang,Chang,62000,Vulnerable
chan1310,Chantyal,chx,language,Eurasia,28.684,83.4488,chantyal,Chantyal,5912,Definitely endangered
chac1249,Cha'palaa,cbi,language,South America,0.71489,-79.0508,cha'palaa,Cha'palaa,4000,Definitely endangered
char1269,Chara,cra,language,Africa,6.63946,36.4192,chara,Chara,6932,Vulnerable
chat1270,Chatong,,dialect,Eurasia,15.65,107.1166,chatong,Chatong,580,Definitely endangered
chec1245,Chechen,che,language,Eurasia,43.5,45.5,chechen,Chechen,1331844,Vulnerable
chem1251,Chemehuevi,,dialect,North America,35.356093,-116.438436,chemehuevi,Chemehuevi,3,Critically endangered
chep1245,Chepang,cdm,language,Eurasia,27.7206,84.9017,chepang,Chepang,36807,Vulnerable
chep1243,Chepya,ycp,language,Eurasia,22.1749,101.7501,chepya,Chepya,2000,Definitely endangered
ches1238,Chesu,ych,language,Eurasia,24.05,101.98,chesu,Chesu,6600,Definitely endangered
chic1270,Chickasaw,cic,language,North America,34.0,-88.0,chickasaw,Chickasaw,600,Severely endangered
chil1275,Chilisso,clh,language,Eurasia,35.2494,73.3344,chilisso,Chilisso,2000,Severely endangered
chim1313,Chimané,,dialect,South America,-15.214,-66.6431,chimané,Chimané,5300,Vulnerable
chim1309,Chimila,cbg,language,South America,10.1902,-74.2559,chimila,Chimila,900,Severely endangered
chhi1245,Chintang,ctn,language,Eurasia,26.961,87.1899,chintang,Chintang,1500,Severely endangered
chip1262,Chipaya,cap,language,South America,-18.73951,-67.89633,chipaya,Chipaya,1050,Definitely endangered
chiq1250,Chiquihuitlán Mazatec,maq,language,North America,18.0541,-96.6659,chiquihuitlán mazatec,Chiquihuitlán Mazatec,1502,Definitely endangered
chor1275,Chorotega,cjr,language,North America,10.8154,-85.1228,chorotega,Chorotega,16,Critically endangered
chra1242,Chrau,crw,language,Eurasia,10.8021,107.293,chrau,Chrau,15000,Definitely endangered
chru1239,Chru,cje,language,Eurasia,11.6625,108.529,chru,Chru,12000,Vulnerable
chuk1273,Chukchi,ckt,language,Eurasia,68.6436,170.045,chukchi,Chukchi,7742,Severely endangered
chur1258,Churahi,cdj,language,Eurasia,32.8969,76.1124,churahi,Churahi,61199,Definitely endangered
chuv1255,Chuvash,chv,language,Eurasia,55.48701,47.16298,chuvash,Chuvash,1325382,Vulnerable
cimb1238,Cimbrian,cim,language,Eurasia,45.921,11.324,cimbrian,Cimbrian,400,Definitely endangered
cint1239,Cinta Larga,cin,language,South America,-10.5879,-60.8312,cinta larga,Cinta Larga,1440,Vulnerable
coeu1236,Coeur d'Alene,crd,language,North America,47.2958,-116.715,coeur d'alene,Coeur d'Alene,4,Critically endangered
coma1245,Comanche,com,language,North America,34.0,-101.0,comanche,Comanche,100,Severely endangered
coon1239,Côông,cnc,language,Eurasia,22.3311,102.759,côông,Côông,1676,Definitely endangered
copt1239,Coptic,cop,language,Africa,29.472,31.2053,coptic,Coptic,0,Extinct
cors1241,Corsican,cos,language,Eurasia,41.7,9.25537,corsican,Corsican,160000,Definitely endangered
cowl1242,Cowlitz,cow,language,North America,46.4167,-122.917,cowlitz,Cowlitz,0,Extinct
cree1270,Creek,mus,language,North America,31.0,-87.5,creek,Creek,5000,Definitely endangered
crow1244,Crow,cro,language,North America,45.368,-107.874,crow,Crow,3500,Definitely endangered
cuib1242,Cuiba,cui,language,South America,6.19829,-69.8197,cuiba,Cuiba,2445,Severely endangered
cuma1241,Cuman,qwm,dialect,Eurasia,,,cuman,Cuman,0,Extinct
cupe1243,Cupeño,cup,language,North America,33.3148,-116.515,cupeño,Cupeño,0,Extinct
cypr1248,Cypriot Arabic,acy,language,Eurasia,35.1674,33.0943,cypriot arabic,Cypriot Arabic,1300,Severely endangered
daha1245,Dahalo,dal,language,Africa,-2.1843,40.37,dahalo,Dahalo,400,Severely endangered
dair1239,Dair,drb,language,Africa,12.474,30.6782,dair,Dair,1000,Severely endangered
dakk1238,Dakka,dkk,language,Papunesia,-3.33671,119.235,dakka,Dakka,1200,Vulnerable
dakk1239,Dakkang,,dialect,Eurasia,15.6333,107.25,dakkang,Dakkang,1198,Definitely endangered
dako1258,Dakota,dak,language,North America,45.86,-96.58,dakota,Dakota,675,Definitely endangered
dakp1243,Dakpa,,dialect,Africa,,,dakpa,Dakpa,1000,Definitely endangered
dale1238,Dalecarlian,qer,language,Eurasia,61.291358,13.830399,dalecarlian,Dalecarlian,10000,Definitely endangered
dalm1243,Dalmatian,dlm,language,Eurasia,42.7095,18.0238,dalmatian,Dalmatian,0,Extinct
dama1272,Damal,uhn,language,Papunesia,-4.17345,137.496,damal,Damal,5000,Vulnerable
dame1241,Dameli,dml,language,Eurasia,35.299,71.6806,dameli,Dameli,5500,Severely endangered
damp1237,Dampelas,dms,language,Papunesia,0.70234,120.219,dampelas,Dampelas,1000,Definitely endangered
dani1286,Danisi,,dialect,Africa,,,danisi,Danisi,220,Critically endangered
dara1250,Darai,dry,language,Eurasia,27.8623,84.1357,darai,Darai,10210,Severely endangered
dari1249,Dari,prs,language,Eurasia,31.0405,67.3593,dari,Dari,15000,Definitely endangered
darm1243,Darma,drd,language,Eurasia,29.8629,80.5439,darma,Darma,1761,Definitely endangered
daww1239,Dâw,kwa,language,South America,-0.1177,-67.2934,dâw,Dâw,120,Vulnerable
defa1248,Defaka,afn,language,Africa,4.58451,7.50186,defaka,Defaka,200,Critically endangered
demi1242,Demisa,dei,language,Papunesia,-2.54564,136.694,demisa,Demisa,450,Definitely endangered
deng1252,Dengalu,,dialect,Papunesia,-7.0572,146.3598,dengalu,Dengalu,140,Definitely endangered
deor1238,Deori,der,language,Eurasia,26.86152,93.70572,deori,Deori,28000,Definitely endangered
deti1240,Deti,,dialect,Africa,,,deti,Deti,0,Extinct
dhai1238,Dhaiso,dhs,language,Africa,-4.81209,38.818,dhaiso,Dhaiso,5000,Definitely endangered
