,name,glottocode,iso6393,aes_status,Degree of endangerment,family,family_id,dialects,child_dialect_count,child_family_count,child_language_count,speakers,Number of speakers,regions,macroarea,latitude,longitude,level,type,scope,bookkeeping,description,markup_description,country_ids,parent_id,off_lang,rec_min_lang,Wikipedia_Url
5150,Piti,piti1243,pcn,shifting,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Kainji</li><ul><li>East Kainji</li><ul><li>Piti–Atsam</li><ul><li>Piti</li></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,1.0,0.0,0.0,"8,100 (2013)[1]",Data not available,"Lere and Kauru, Kaduna State",Africa,10.1361,8.47037,language,living,individual,False,Data not available,Data not available,NG,piti1242,Data not available,Data not available,https://en.wikipedia.org/wiki/Piti_language
5151,Pacahuara,paca1246,pcp,nearly extinct,Critically endangered,<ul><li>None</li></ul>,pano1259,Data not available,0.0,0.0,0.0,Data not available,18.0,Data not available,South America,-11.9968,-65.5568,language,living,individual,False,Data not available,Data not available,BO,boli1261,Data not available,Data not available,https://en.wikipedia.org/wiki/Pakawara_language
5152,Pyapun,pyap1239,pcw,threatened,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Chadic</li><ul><li>West Chadic</li><ul><li>Bole–Angas</li><ul><li>Angas</li><ul><li> (A.3)</li><ul><li>Pyapun</li></ul></ul></ul></ul></ul></ul></ul>,afro1255,Data not available,0.0,0.0,0.0,"17,000 (2000)[1]",Data not available,Plateau State,Africa,9.09539,9.43733,language,living,individual,False,Data not available,Data not available,NG,piap1250,Data not available,Data not available,https://en.wikipedia.org/wiki/Pyapun_language
5153,Anam,anam1247,pda,shifting,Data not available,<ul><li>Trans–New Guinea</li><ul><li>Madang</li><ul><li>Southern Adelbert</li><ul><li>Pomoikan</li><ul><li>Anam</li></ul></ul></ul></ul></ul>,nucl1709,Data not available,0.0,0.0,0.0,"1,100 (2003)[1]",Data not available,Madang Province,Papunesia,-4.68869,145.051,language,living,individual,False,Data not available,Data not available,PG,pomo1272,Data not available,Data not available,https://en.wikipedia.org/wiki/Anam_language
5154,Pennsylvania German,penn1240,pdc,threatened,Data not available,<ul><li>Indo-European</li><ul><li>Germanic</li><ul><li>West Germanic</li><ul><li>High German</li><ul><li>Central German</li><ul><li>West Central German</li><ul><li>Rhine Franconian</li><ul><li>Pfälzisch</li><ul><li>–</li><ul><li>Lothringisch</li><ul><li>Palatine German</li><ul><li>Pennsylvania Dutch</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,2.0,0.0,0.0,"237,000 (2016-2020 American Community Survey)[1]to 350,000 (2012)[2] (L2 speakers: about 3,000)",Data not available,"United States: 
Indiana
Illinois
Iowa
Missouri
New York
Ohio
West Virginia
Pennsylvania
Wisconsin
Canada:

Ontario
Elsewhere in North America and some locations in Central America",North America,40.030507,-76.3211,language,living,individual,False,Data not available,Data not available,"CA, US",pala1355,Data not available,Data not available,https://en.wikipedia.org/wiki/Pennsylvania_Dutch_language
5155,Pa Di,padi1241,pdi,shifting,Data not available,<ul><li>Kra–Dai</li><ul><li>Tai</li><ul><li>Southwestern</li><ul><li> (Thai)</li><ul><li>?</li><ul><li>Pa Di</li></ul></ul></ul></ul></ul></ul>,taik1256,Data not available,0.0,0.0,0.0,"(undated figure of 1,300)[1]",Data not available,Data not available,Eurasia,26.3112,103.486,language,living,individual,False,Data not available,Data not available,"CN, VN",whit1265,Data not available,Data not available,https://en.wikipedia.org/wiki/Pa_Di_language
5156,Podena,pode1237,pdn,shifting,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Oceanic</li><ul><li>Western Oceanic</li><ul><li>North New Guinea</li><ul><li>Sarmi – Jayapura Bay</li><ul><li>Sarmi</li><ul><li>Podena</li></ul></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,280 (2005)[1],Data not available,Papua,Papunesia,-2.20572,139.456,language,living,individual,False,Data not available,Data not available,ID,anus1238,Data not available,Data not available,https://en.wikipedia.org/wiki/Podena_language
5157,Padoe,pado1242,pdo,shifting,Vulnerable,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Celebic</li><ul><li>Bungku–Tolaki</li><ul><li>Western</li><ul><li>Interior</li><ul><li>Padoe</li></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,"(5,000 cited 1991)[1]",5000.0,Sulawesi,Papunesia,-2.60642,121.236,language,living,individual,False,Data not available,Data not available,ID,inte1258,Data not available,Data not available,https://en.wikipedia.org/wiki/Padoe_language
5158,Plautdietsch,plau1238,pdt,shifting,Definitely endangered,<ul><li>Indo-European</li><ul><li>Germanic</li><ul><li>West Germanic</li><ul><li>North Sea Germanic</li><ul><li>Low German</li><ul><li>Low Prussian</li><ul><li>?</li><ul><li>Plautdietsch</li></ul></ul></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,20.0,0.0,0.0,"450,000 (2007)[1]",300000.0,"Argentina, Belize, Bolivia, Brazil, Canada, Germany, Kazakhstan, Mexico, Paraguay, Peru, United States, Uruguay",North America,49.578028,-109.353868,language,living,individual,False,Data not available,Data not available,CA,east2291,Data not available," Mexico (100,000+)[2]",https://en.wikipedia.org/wiki/Plautdietsch_language
5159,Kayan,kaya1315,pdu,not endangered,Data not available,<ul><li>Sino-Tibetan</li><ul><li>(</li><ul><li>Tibeto-Burman</li><ul><li>)</li><ul><li>Karen languages</li><ul><li>Sgaw–Bghai</li><ul><li>Bghai</li><ul><li>Padaung</li></ul></ul></ul></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,"130,000 (2005)[1]",Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Padaung_language
5160,Peranakan Indonesian,pera1256,pea,shifting,Data not available,<ul><li>None</li></ul>,aust1307,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Papunesia,-7.982,112.619,language,living,individual,False,Data not available,Data not available,ID,beta1260,Data not available,Data not available,Data not available
5161,Eastern Pomo,east2545,peb,extinct,Extinct,<ul><li>Pomoan</li><ul><li>Eastern Pomo</li></ul></ul>,pomo1273,Data not available,0.0,0.0,0.0,No known L1 speakers[1],0.0,Northern California,North America,38.5647,-122.586,language,extinct,individual,False,Data not available,Data not available,US,russ1265,Data not available,Data not available,https://en.wikipedia.org/wiki/Eastern_Pomo_language
5162,Mala (Papua New Guinea),mala1494,ped,threatened,Data not available,<ul><li>Trans–New Guinea</li><ul><li>Madang</li><ul><li>Croisilles</li><ul><li>Northwest Adelbert Range</li><ul><li>Kaukombar</li><ul><li>Mala</li></ul></ul></ul></ul></ul></ul>,nucl1709,Data not available,0.0,0.0,0.0,"1,400 (2003)[1]",Data not available,Madang Province,Papunesia,-4.35889,145.04,language,living,individual,False,Data not available,Data not available,PG,kauk1240,Data not available,Data not available,https://en.wikipedia.org/wiki/Mala_language
5163,Taje,taje1237,pee,nearly extinct,Critically endangered,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Celebic</li><ul><li>Tomini–Tolitoli</li><ul><li>\xa0?</li><ul><li>Tomini</li><ul><li>Taje</li></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,350 (2001)[1],350.0,Data not available,Papunesia,-0.72583,120.078,language,living,individual,False,Data not available,Data not available,ID,sout2925,Data not available,Data not available,https://en.wikipedia.org/wiki/Taje_language
5164,Northeastern Pomo,nort2967,pef,extinct,Extinct,<ul><li>Pomoan</li><ul><li>Northeastern Pomo</li></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,0.0,Northern California,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Northeastern_Pomo_language
5165,Pengo,peng1244,peg,not endangered,Critically endangered,<ul><li>Dravidian</li><ul><li>South-Central</li><ul><li>Gondi–Kui</li><ul><li>Manda–Pengo</li><ul><li>Pengo</li></ul></ul></ul></ul></ul>,drav1251,Data not available,2.0,0.0,0.0,"1,300 (2003)[1]",1254.0,India,Eurasia,19.3435,83.6552,language,living,individual,False,Data not available,Data not available,IN,mand1412,Data not available,Data not available,https://en.wikipedia.org/wiki/Pengo_language
5166,Bonan,bona1250,peh,shifting,Definitely endangered,<ul><li>Mongolic</li><ul><li>Southern Mongolic</li><ul><li>Shirongolic</li><ul><li>\xa0[</li><ul><li>fr</li><ul><li>]</li><ul><li>Baoanic</li><ul><li>Bonan</li></ul></ul></ul></ul></ul></ul></ul></ul>,mong1349,Data not available,2.0,0.0,0.0,"(6,000 cited 1999)[1]",15000.0,"Gansu, Qinghai",Eurasia,35.515,102.01778,language,living,individual,False,Data not available,Data not available,CN,baoa1237,Data not available,Data not available,https://en.wikipedia.org/wiki/Bonan_language
5167,Chichimeca-Jonaz,chic1272,pei,shifting,Data not available,<ul><li>Oto-Manguean</li><ul><li>Oto-Pame</li><ul><li>Chichimeca</li></ul></ul></ul>,otom1299,Data not available,0.0,0.0,0.0,"2,400 (2020 census)[1]",Data not available,Guanajuato,North America,21.2943,-100.524,language,living,individual,False,Data not available,Data not available,MX,otop1242,Data not available,Data not available,https://en.wikipedia.org/wiki/Chichimeca_Jonaz_language
5168,Northern Pomo,nort2966,pej,extinct,Critically endangered,<ul><li>Pomoan</li><ul><li>Western</li><ul><li>Northern Pomo</li></ul></ul></ul>,pomo1273,Data not available,2.0,0.0,0.0,Data not available,3.0,Northern California,North America,39.1084,-123.209,language,extinct,individual,False,Data not available,Data not available,US,nort2965,Data not available,Data not available,https://en.wikipedia.org/wiki/Northern_Pomo_language
5169,Penchal,penc1239,pek,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Oceanic</li><ul><li>Admiralty Islands</li><ul><li>Eastern Admiralty Islands</li><ul><li>Southeastern islands</li><ul><li>Penchal</li></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,(550 cited 1982)[1],Data not available,"Rambutyo Island, Manus Province",Papunesia,-2.29891,147.81,language,living,individual,False,Data not available,Data not available,PG,sout2879,Data not available,Data not available,https://en.wikipedia.org/wiki/Penchal_language
5170,Pekal,peka1242,pel,threatened,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>(disputed)</li><ul><li>Malayic</li><ul><li>Pekal</li></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,"30,000 (2000 census)[1]",Data not available,"Mukomuko Regency, Bengkulu, Sumatra (Indonesia)",Papunesia,-3.02248,101.691,language,living,individual,False,Data not available,Data not available,ID,mina1280,Data not available,Data not available,https://en.wikipedia.org/wiki/Pekal_language
5171,Phende,phen1239,pem,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Volta-Congo</li><ul><li>Benue–Congo</li><ul><li>Bantoid</li><ul><li>Southern Bantoid</li><ul><li>Bantu</li><ul><li> (</li><ul><li>Zone L</li><ul><li>)</li><ul><li>Holu–Pende</li><ul><li> (L.10)</li><ul><li>Pende</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,"(420,000 cited 1991)[1]",Data not available,Bandundu Province,Africa,-5.64735,19.8275,language,living,individual,False,Data not available,Data not available,CD,phee1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Pende_language
5172,Old Persian (ca. 600-400 B.C.),oldp1254,peo,extinct,Data not available,<ul><li>Indo-European</li><ul><li>Indo-Iranian</li><ul><li>Iranian</li><ul><li>Western</li><ul><li>Southwestern</li><ul><li>Old Persian</li></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,0.0,0.0,0.0,Data not available,Data not available,Ancient Iran,Eurasia,32.0,54.0,language,historical,individual,False,Data not available,Data not available,IR,sout3157,Data not available,Data not available,https://en.wikipedia.org/wiki/Old_Persian
5173,Kunja,kunj1246,pep,not endangered,Data not available,<ul><li>Trans-Fly – Bulaka River</li><ul><li>Yam</li><ul><li>Tonda</li><ul><li>Kunja</li></ul></ul></ul></ul>,Data not available,"Kémä, Kánchá",Data not available,Data not available,Data not available,350 (2018)[1],Data not available,"Western Province, Papua New Guinea",Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Kunja_language_(Papuan)
5174,Southern Pomo,sout2984,peq,nearly extinct,Critically endangered,<ul><li>Pomoan</li><ul><li>Western</li><ul><li>Southern</li><ul><li>Southern Pomo</li></ul></ul></ul></ul>,pomo1273,Data not available,0.0,0.0,0.0,Data not available,3.0,Northern California,North America,38.7643,-122.545,language,living,individual,False,Data not available,Data not available,US,sout2983,Data not available,Data not available,https://en.wikipedia.org/wiki/Southern_Pomo_language
5175,Iranian Persian,west2369,pes,not endangered,Data not available,<ul><li>Indo-European</li><ul><li>Indo-Iranian</li><ul><li>Iranian</li><ul><li>Western</li><ul><li>Southwestern Iranian</li><ul><li>Persian</li><ul><li>Iranian Persian</li></ul></ul></ul></ul></ul></ul></ul>,Data not available,"Abadani, Araki, Bandari, Basseri, Esfahani, Karbalai, Kashani, Kermani, Kermanshahi, Kuwaiti, Mashhadi, Qazvini, Shirazi, Tehrani, Yazdi",Data not available,Data not available,Data not available,L1: 62 million (2021)[1]L2: 17 million (2021)[1],Data not available,West Asia,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available, Iran,Data not available,https://en.wikipedia.org/wiki/Iranian_Persian
5176,Pémono,pemo1245,pev,extinct,Critically endangered,<ul><li>None</li></ul>,cari1283,Data not available,0.0,0.0,0.0,Data not available,1.0,Data not available,South America,5.248,-66.082,language,living,individual,False,Data not available,Data not available,VE,mapo1245,Data not available,Data not available,Data not available
5177,Petats,peta1245,pex,threatened,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Oceanic</li><ul><li>Western</li><ul><li>Meso-Melanesian</li><ul><li>Northwest Solomonic</li><ul><li>Nehan–Bougainville</li><ul><li>Buka</li><ul><li>Petats</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,3.0,0.0,0.0,"(2,000 cited 1975)[1]8,000 L2 speakers (1977)",Data not available,Buka Island,Papunesia,-5.34068,154.593,language,living,individual,False,Data not available,Data not available,PG,buka1262,Data not available,Data not available,https://en.wikipedia.org/wiki/Petats_language
