,name,glottocode,iso6393,aes_status,Degree of endangerment,family,family_id,dialects,child_dialect_count,child_family_count,child_language_count,speakers,Number of speakers,regions,macroarea,latitude,longitude,level,type,scope,bookkeeping,description,markup_description,country_ids,parent_id,off_lang,rec_min_lang,Wikipedia_Url
5093,Oya'oya,oyao1237,oyy,not endangered,Data not available,"<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Oceanic</li><ul><li>Western</li><ul><li>Papuan Tip</li><ul><li>Nuclear</li><ul><li>Suauic'</li><ul><li>""Oya'oya""]</li></ul></ul></ul></ul></ul></ul></ul></ul>",aust1307,Data not available,0.0,0.0,0.0,380 (2005)[1],Data not available,Milne Bay Province,Papunesia,-10.5392,150.658,language,living,individual,False,Data not available,Data not available,PG,suau1243,Data not available,Data not available,https://en.wikipedia.org/wiki/Oya%27oya_language
5094,Koonzime,koon1245,ozm,threatened,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Volta–Congo</li><ul><li>Benue–Congo</li><ul><li>Bantoid</li><ul><li>Southern Bantoid</li><ul><li>Bantu</li><ul><li> (</li><ul><li>Zone A</li><ul><li>)</li><ul><li>Makaa–Njem</li><ul><li> + Kako (A.80–90)</li><ul><li>Makaa–Njem</li><ul><li>Mpoic</li><ul><li>Njemic</li><ul><li>Nzime</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,atla1278,"Koonzime, Bajue (Badwee)",2.0,0.0,0.0,"40,000 (2011)[1]",Data not available,Data not available,Africa,3.25933,13.54152,language,living,individual,False,Data not available,Data not available,CM,njem1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Nzime_language
5095,Parecís,pare1272,pab,shifting,Data not available,<ul><li>Arawakan</li><ul><li>Southern\xa0?</li><ul><li>Paresí–Xingu</li><ul><li>Paresí languages</li><ul><li>Paresi</li></ul></ul></ul></ul></ul>,araw1281,Data not available,0.0,0.0,0.0,1800 (2014)[1],Data not available,Mato Grosso,South America,-14.5929,-57.4059,language,living,individual,False,Data not available,Data not available,BR,pare1278,Data not available,Data not available,https://en.wikipedia.org/wiki/Paresi_language
5096,Pacoh,paco1243,pac,threatened,Data not available,<ul><li>Austroasiatic</li><ul><li>Katuic</li><ul><li>Pacoh</li></ul></ul></ul>,aust1305,Data not available,1.0,0.0,0.0,"32,000 (2002–2005)[1]",Data not available,Data not available,Eurasia,16.3353,107.094,language,living,individual,False,Data not available,Data not available,"LA, VN",katu1271,Data not available,Data not available,https://en.wikipedia.org/wiki/Pacoh_language
5097,Paumarí,paum1247,pad,shifting,Severely endangered,<ul><li>Arauan</li><ul><li>Paumarí</li></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,290 (2007)[1],290.0,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Paumar%C3%AD_language
5098,Pagibete,pagi1243,pae,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Bantoid</li><ul><li>Bantu</li><ul><li> (</li><ul><li>Zone C.40</li><ul><li>)</li><ul><li>Boan</li><ul><li>Bomokandian</li><ul><li>Bati–Angba</li><ul><li>Bwa–Pagibete</li><ul><li>Pagibete</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,3.0,0.0,0.0,"28,000 (2000)[1]",Data not available,Data not available,Africa,3.15636,22.1212,language,living,individual,False,Data not available,Data not available,CD,paga1238,Data not available,Data not available,https://en.wikipedia.org/wiki/Pagibete_language
5099,Paranawát,para1313,paf,extinct,Data not available,<ul><li>None</li></ul>,tupi1275,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,South America,-9.34239,-59.053,language,extinct,individual,False,Data not available,Data not available,BR,kawa1292,Data not available,Data not available,Data not available
5100,Pangasinan,pang1290,pag,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Philippine</li><ul><li>Northern Philippine</li><ul><li>Northern Luzon</li><ul><li>Meso-Cordilleran</li><ul><li>Southern Cordilleran</li><ul><li>West Southern Cordilleran</li><ul><li>Pangasinan</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,1.8 million (2010)[2][needs update]8th most spoken native language in the Philippines[3],Data not available,"Ilocos Region (entirety of Pangasinan, southwestern La Union)Central Luzon (northern Tarlac, northwestern Nueva Ecija, northern Zambales)Cordilleras (southwestern Benguet)Cagayan Valley (southwestern Nueva Vizcaya)",Papunesia,15.9377,120.365,language,living,individual,False,Data not available,Data not available,PH,west2550,Pangasinan, Philippines(Regional language),https://en.wikipedia.org/wiki/Pangasinan_language
5101,Tenharim,tenh1241,pah,shifting,Severely endangered,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,350.0,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,Data not available
5102,Pe,peee1238,pai,threatened,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Plateau</li><ul><li>Tarokoid</li><ul><li>Tarok–Pai</li><ul><li>Pe</li></ul></ul></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,"4,000 (2003)[1]",Data not available,Plateau State,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Pe_language
5103,Parakanã,para1312,pak,shifting,Data not available,<ul><li>None</li></ul>,tupi1275,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,South America,-4.64681,-50.0621,language,living,individual,False,Data not available,Data not available,BR,tupi1284,Data not available,Data not available,Data not available
5104,Pahlavi,pahl1241,pal,extinct,Data not available,<ul><li>None</li></ul>,indo1319,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Eurasia,30.06,52.7,language,ancient,individual,False,Data not available,Data not available,IR,midd1352,Data not available,Data not available,https://en.wikipedia.org/wiki/Middle_Persian
5105,Pampanga,pamp1243,pam,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Philippine</li><ul><li>Central Luzon</li><ul><li>Kapampangan</li></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,2.8 million (2010)[1][needs update]7th most spoken native language in the Philippines[2],Data not available,"Central Luzon (entirety of Pampanga, southern Tarlac, northeastern Bataan, western Bulacan, southwestern Nueva Ecija, southeastern parts of Zambales)",Papunesia,14.9603,120.502,language,living,individual,False,Data not available,Data not available,PH,cent2080,Angeles City[3][4][5],Regional language of the Philippines,https://en.wikipedia.org/wiki/Kapampangan_language
5106,Panjabi,panj1256,pan,not endangered,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Punjabi_language
5107,Northern Paiute,nort2954,pao,nearly extinct,Data not available,<ul><li>Uto-Aztecan</li><ul><li>Northern</li><ul><li>Numic</li><ul><li>Western</li><ul><li>Northern Paiute</li></ul></ul></ul></ul></ul>,utoa1244,Data not available,3.0,0.0,0.0,700 (2007)[1],Data not available,"Nevada, California, Oregon, Idaho",North America,40.0799,-119.536,language,living,individual,False,Data not available,Data not available,US,west2621,Data not available,Data not available,https://en.wikipedia.org/wiki/Northern_Paiute_language
5108,Papiamento,papi1253,pap,not endangered,Data not available,<ul><li>Portuguese-based creole languages</li><ul><li>Afro-Portuguese</li><ul><li>Upper Guinea Creole</li><ul><li>Papiamento</li></ul></ul></ul></ul>,indo1319,Data not available,0.0,0.0,0.0,"300,000 (2001–2019)[1]",Data not available,Data not available,South America,12.48485,-69.93988,language,living,individual,False,Data not available,Data not available,"AW, BQ, CW, NL",uppe1458,ArubaBonaireCuraçao[2],Data not available,https://en.wikipedia.org/wiki/Papiamento
5109,Parya,pary1242,paq,shifting,Severely endangered,<ul><li>Indo-European</li><ul><li>Indo-Iranian</li><ul><li>Indo-Aryan</li><ul><li>Central Zone</li><ul><li>Western Hindi</li><ul><li>Parya</li></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,0.0,0.0,0.0,"2,600 (2008–2017)[1]Tajikistan: 1,600 (2017)[1]Uzbekistan: 1,000 (2008)[1]Afghanistan: Extinct (no date)[1]",7000.0,"Gissar Valley, Surkhandarya basin",Eurasia,36.4922,69.26,language,living,individual,False,Data not available,Data not available,"AF, TJ, UZ",mewa1254,Data not available,Data not available,https://en.wikipedia.org/wiki/Parya_language
5110,Panamint,pana1305,par,moribund,Critically endangered,<ul><li>Uto-Aztecan</li><ul><li>Numic</li><ul><li>Central Numic</li><ul><li>Timbisha</li></ul></ul></ul></ul>,utoa1244,Data not available,0.0,0.0,0.0,20 (2007)[1],20.0,"California, Nevada",North America,36.0007,-117.901,language,living,individual,False,Data not available,Data not available,US,cent2130,Data not available,Data not available,https://en.wikipedia.org/wiki/Timbisha_language
5111,Papasena,papa1269,pas,threatened,Data not available,<ul><li>Lakes Plain</li><ul><li>Central</li><ul><li>Papasena</li></ul></ul></ul>,lake1255,Data not available,0.0,0.0,0.0,(400 cited 1982)[1],Data not available,Western New Guinea,Papunesia,-2.87535,138.605,language,living,individual,False,Data not available,Data not available,ID,dout1239,Data not available,Data not available,https://en.wikipedia.org/wiki/Papasena_language
5112,Papitalai,papi1254,pat,shifting,Data not available,<ul><li>None</li></ul>,aust1307,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Papunesia,-2.06222,147.417,dialect,living,individual,False,Data not available,Data not available,PG,bowa1234,Data not available,Data not available,Data not available
5113,Palauan,pala1344,pau,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Palauan</li></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,"17,000 (2008)[1]",Data not available,Data not available,Papunesia,7.34138,134.476678,language,living,individual,False,Data not available,Data not available,PW,mala1545, Palau,Data not available,https://en.wikipedia.org/wiki/Palauan_language
5114,Pakaásnovos,wari1268,pav,shifting,Data not available,<ul><li>Chapacuran</li><ul><li>Wari languages</li><ul><li>Wariʼ</li></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,"2,700 (2006)[1]",Data not available,Rondônia,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Wari%CA%BC_language
5115,Pawnee,pawn1254,paw,nearly extinct,Critically endangered,<ul><li>Caddoan</li><ul><li>Northern</li><ul><li>Pawnee–</li><ul><li>Kitsai</li><ul><li>Pawnee–</li><ul><li>Arikara</li><ul><li>Pawnee</li></ul></ul></ul></ul></ul></ul></ul>,cadd1255,Data not available,2.0,0.0,0.0,< 10 (2007)[1],10.0,North-central Oklahoma,North America,36.2862,-96.8937,language,living,individual,False,Data not available,Data not available,US,pawn1253,Data not available,Data not available,https://en.wikipedia.org/wiki/Pawnee_language
5116,Pankararé,pank1235,pax,extinct,Data not available,<ul><li>None</li></ul>,unat1236,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,South America,-9.08332,-39.6667,language,extinct,individual,False,Data not available,Data not available,BR,unat1236,Data not available,Data not available,Data not available
5117,Pech,pech1241,pay,moribund,Severely endangered,<ul><li>Chibchan</li><ul><li>Pech</li></ul></ul>,chib1249,Data not available,0.0,0.0,0.0,300 (2007)[1],900.0,North central coast (Olancho Department),North America,15.8033,-85.558,language,living,individual,False,Data not available,Data not available,HN,chib1249,Data not available,Data not available,https://en.wikipedia.org/wiki/Paya_language
5118,Pankararú,pank1250,paz,extinct,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,South America,-8.99999,-37.0167,language,extinct,individual,False,Data not available,Data not available,BR,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Pankarar%C3%BA_language
5119,Páez,paez1247,pbb,threatened,Definitely endangered,<ul><li>Paezan</li><ul><li>\xa0</li><ul><li>Páez</li></ul></ul></ul>,Data not available,"Pitayo, Paniquita",3.0,0.0,0.0,"60,000 (2012)[1]",80000.0,Andes,South America,2.61516,-76.31254,language,living,individual,False,Data not available,Data not available,CO,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/P%C3%A1ez_language
5120,Patamona,pata1262,pbc,threatened,Data not available,<ul><li>None</li></ul>,cari1283,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,South America,4.75826,-59.5772,language,living,individual,False,Data not available,Data not available,"BR, GY",kapo1251,Data not available,Data not available,Data not available
5121,Mezontla Popoloca,mezo1235,pbe,threatened,Data not available,<ul><li>None</li></ul>,otom1299,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,North America,18.1442,-97.5879,language,living,individual,False,Data not available,Data not available,MX,tepe1282,Data not available,Data not available,Data not available
5122,Coyotepec Popoloca,coyo1236,pbf,threatened,Data not available,<ul><li>Oto-Manguean</li><ul><li>Popolocan</li><ul><li>Chocho–Popoloca</li><ul><li>Popoloca</li><ul><li>Coyotepec Popoloca</li></ul></ul></ul></ul></ul>,otom1299,Data not available,2.0,0.0,0.0,(500 cited 1990 census)[1],Data not available,Puebla,North America,18.3814,-97.6258,language,living,individual,False,Data not available,Data not available,MX,sout3385,Data not available,Data not available,https://en.wikipedia.org/wiki/Coyotepec_Popoloca_language
5123,Paraujano,para1316,pbg,nearly extinct,Data not available,<ul><li>Arawakan</li><ul><li>Northern</li><ul><li>Ta-Arawakan</li><ul><li>Paraujano</li></ul></ul></ul></ul>,araw1281,Data not available,2.0,0.0,0.0,1[1] (2011)[2],Data not available,Data not available,South America,10.8427,-71.8399,language,extinct,individual,False,Data not available,Data not available,VE,guaj1257,Data not available,Data not available,https://en.wikipedia.org/wiki/Paraujano_language
5124,E'ñapa Woromaipu,enap1235,pbh,threatened,Data not available,<ul><li>Cariban</li><ul><li>Venezuelan Carib</li><ul><li>Pemóng–Panare</li><ul><li>Panare</li></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,"3,500 (2001 census)[1]2,480 monolinguals (mostly women)[1]",Data not available,"just south of the Orinoco River, Estado Bolívar",Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Panare_language
5125,Parkwa,park1239,pbi,not endangered,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Chadic</li><ul><li>Biu–Mandara</li><ul><li>Wandala–Mafa</li><ul><li>Wandala</li><ul><li> (A.4)</li><ul><li>Parkwa</li></ul></ul></ul></ul></ul></ul></ul>,afro1255,Data not available,0.0,0.0,0.0,"(30,000 cited 1993)[1]",Data not available,Data not available,Africa,11.0206,14.0964,language,living,individual,False,Data not available,Data not available,CM,podo1243,Data not available,Data not available,https://en.wikipedia.org/wiki/Parkwa_language
5126,Mak (Nigeria),makn1235,pbl,shifting,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Bambukic</li><ul><li>Bikwin–Jen</li><ul><li>Bikwin</li><ul><li>Mak</li></ul></ul></ul></ul></ul></ul>,atla1278,"Panya, Zoo",2.0,0.0,0.0,"5,700 (2000)[1]",Data not available,Taraba State,Africa,9.37299,11.1337,language,living,individual,False,Data not available,Data not available,NG,makt1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Mak_language_(Adamawa)
5127,Puebla Mazatec,pueb1234,pbm,not endangered,Vulnerable,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,4660.0,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,Data not available
5128,Kpasam,kpas1242,pbn,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Leko–Nimbari</li><ul><li>Mumuye–Yendang</li><ul><li>Yendang</li><ul><li>Kpasam</li></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,"(undated figure of 3,000)[1]",Data not available,Adamawa state,Africa,8.75286,11.231,language,living,individual,False,Data not available,Data not available,NG,bali1284,Data not available,Data not available,https://en.wikipedia.org/wiki/Kpasam_language
5129,Papel,pape1239,pbo,threatened,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Senegambian</li><ul><li>Bak</li><ul><li>Manjaku–Papel</li><ul><li>Papel</li></ul></ul></ul></ul></ul></ul>,atla1278,"Bolau, Botor, Bojimza, Bosafim, Bonzula, Bontin, Bomzum, Bowoar, Borawis, Bosez, Bopuul, Bosalnka, Bojaal",0.0,0.0,0.0,"160,000 (2022)[1]",Data not available,Data not available,Africa,11.8977,-15.8388,language,living,individual,False,Data not available,Data not available,"GW, SN",curb1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Papel_language
5130,Badyara,bady1239,pbp,threatened,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Atlantic</li><ul><li>Northern</li><ul><li>Eastern Senegal-Guinea</li><ul><li>Tenda</li><ul><li>Badyara</li></ul></ul></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,"20,510 (2017–2018)[1]",Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Badyara_language
5131,Pangwa,pang1287,pbr,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Volta-Congo</li><ul><li>Benue–Congo</li><ul><li>Bantoid</li><ul><li>Southern Bantoid</li><ul><li>Bantu</li><ul><li>Northeast Bantu</li><ul><li>Kisi-Pangwa</li><ul><li>Pangwa</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,1.0,0.0,0.0,"95,000 (2002)[1]",Data not available,Data not available,Africa,-9.96782,34.8039,language,living,individual,False,Data not available,Data not available,TZ,kisi1244,Data not available,Data not available,https://en.wikipedia.org/wiki/Pangwa_language
5132,Central Pame,cent2145,pbs,threatened,Vulnerable,<ul><li>None</li></ul>,otom1299,Data not available,0.0,0.0,0.0,Data not available,7399.0,Data not available,North America,21.3762,-99.2898,language,living,individual,False,Data not available,Data not available,MX,pame1260,Data not available,Data not available,Data not available
5133,Southern Pashto,sout2649,pbt,not endangered,Data not available,<ul><li>Indo-European</li><ul><li>Indo-Iranian</li><ul><li>Iranian</li><ul><li>Eastern</li><ul><li>Pashto</li><ul><li>Southern Pashto</li></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,4.0,0.0,0.0,L1: 15 million (2017)[1]L2: 3.5 million (2021)[1],Data not available,Data not available,Eurasia,31.5,65.7,language,living,individual,False,Data not available,Data not available,"AF, IR, PK, TJ, TM",nucl1276,Data not available,Data not available,https://en.wikipedia.org/wiki/Southern_Pashto
5134,Northern Pashto,nort2646,pbu,not endangered,Data not available,<ul><li>Indo-European</li><ul><li>Indo-Iranian</li><ul><li>Iranian</li><ul><li>Eastern</li><ul><li>Pashto</li><ul><li>Northern Pashto</li></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,11.0,0.0,0.0,L1: 23 million (2017)[1]L2: 1.4 million (2022)[1],Data not available,Khyber Pakhtunkhwa,Eurasia,34.0,71.33,language,living,individual,False,Data not available,Data not available,"AF, IN, PK",nucl1276,Data not available,Data not available,https://en.wikipedia.org/wiki/Northern_Pashto
5135,Pnar,pnar1238,pbv,not endangered,Data not available,<ul><li>Austroasiatic</li><ul><li>Khasi-Palaungic</li><ul><li>Khasic</li><ul><li>Khasi-Pnar-Lyngngam</li><ul><li>Pnar</li></ul></ul></ul></ul></ul>,aust1305,Data not available,14.0,0.0,0.0,"395,124 (2011 census)[1]",Data not available,Data not available,Eurasia,24.8237,92.2628,language,living,individual,False,Data not available,Data not available,"BD, IN",khas1275,Data not available,Data not available,https://en.wikipedia.org/wiki/Pnar_language
5136,Pyu (Papua New Guinea),pyuu1245,pby,shifting,Data not available,<ul><li>Arai–Samaia</li><ul><li> or </li><ul><li>Language isolate</li><ul><li>Pyu</li></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,250 (2012 census)[1],Data not available,"Green River Rural LLG in Sandaun Province, near Indonesian border",Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Pyu_language_(Papuan)
5137,Santa Inés Ahuatempan Popoloca,sant1454,pca,threatened,Data not available,<ul><li>None</li></ul>,otom1299,Data not available,2.0,0.0,0.0,Data not available,Data not available,Data not available,North America,18.38647,-97.85991,language,living,individual,False,Data not available,Data not available,MX,tepe1282,Data not available,Data not available,Data not available
5138,Pear,pear1247,pcb,moribund,Severely endangered,<ul><li>Austroasiatic</li><ul><li>Pearic</li><ul><li>Pear</li></ul></ul></ul>,aust1305,Data not available,0.0,0.0,0.0,"1,670 (2011)[1]",250.0,Preah Vihea (formerly part of Kampong Thom),Eurasia,13.593,105.028,language,living,individual,False,Data not available,Data not available,KH,pear1246,Data not available,Data not available,https://en.wikipedia.org/wiki/Pear_language
5139,Bouyei,bouy1240,pcc,not endangered,Data not available,<ul><li>Kra–Dai</li><ul><li>Tai</li><ul><li>Northern</li><ul><li>Bouyei</li></ul></ul></ul></ul>,taik1256,Data not available,5.0,0.0,0.0,2.7 million (2000 census)[1],Data not available,Data not available,Eurasia,24.8484,106.187,language,living,individual,False,Data not available,Data not available,"CN, VN",nort3189,Data not available,Data not available,https://en.wikipedia.org/wiki/Bouyei_language
5140,Picard,pica1241,pcd,threatened,Severely endangered,<ul><li>Indo-European</li><ul><li>Italic</li><ul><li>Latino-Faliscan</li><ul><li>Latin</li><ul><li>Romance</li><ul><li>Italo-Western</li><ul><li>Western Romance</li><ul><li>Gallo-Iberian</li><ul><li>Gallo-Romance</li><ul><li>Gallo-Rhaetian?</li><ul><li>Arpitan</li><ul><li>–</li><ul><li>Oïl</li><ul><li>Oïl</li><ul><li>Picard</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,12.0,0.0,0.0,"700,000 (2011)[1]",700000.0,Data not available,Eurasia,50.2831,3.25085,language,living,individual,False,Data not available,Data not available,"BE, FR",cent2283,Data not available, Belgium (recognised by the French Community of Belgium),https://en.wikipedia.org/wiki/Picard_language
5141,Ruching Palaung,ruch1235,pce,moribund,Data not available,<ul><li>None</li></ul>,aust1305,Data not available,2.0,0.0,0.0,Data not available,Data not available,Data not available,Eurasia,21.6176,98.0915,language,living,individual,False,Data not available,Data not available,"CN, MM, TH",pala1336,Data not available,Data not available,Data not available
5142,Paliyan,pali1274,pcf,threatened,Data not available,<ul><li>Dravidian</li><ul><li>Southern</li><ul><li>Southern I</li><ul><li>Tamil–Kannada</li><ul><li>Tamil–</li><ul><li>Kota</li><ul><li>Tamil–</li><ul><li>Toda</li><ul><li>Tamil–Irula</li><ul><li>Tamil–</li><ul><li>Kodagu</li><ul><li>–</li><ul><li>Urali</li><ul><li>Tamil</li><ul><li>–</li><ul><li>Malayalam</li><ul><li>Tamiloid</li><ul><li>Tamil</li><ul><li>–Paliyan</li><ul><li>Paliyan</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,drav1251,Data not available,1.0,0.0,0.0,"9,500 (2001 census)[1]",Data not available,Kerala,Eurasia,10.087,77.1863,language,living,individual,False,Data not available,Data not available,IN,tami1300,Data not available,Data not available,https://en.wikipedia.org/wiki/Paliyan_language
5143,Paniya,pani1256,pcg,not endangered,Data not available,<ul><li>Dravidian</li><ul><li>Southern</li><ul><li>Tamil–Kannada</li><ul><li>Tamil–Kodagu</li><ul><li>Tamil–Malayalam</li><ul><li>Malayalam languages</li><ul><li>Ravulic</li><ul><li>Paniya</li></ul></ul></ul></ul></ul></ul></ul></ul>,drav1251,Data not available,0.0,0.0,0.0,"23,000 (2011 census)[1]23% of ethnic population[citation needed]",Data not available,Kerala State,Eurasia,11.7318,76.0779,language,living,individual,False,Data not available,Data not available,IN,ravu1238,Data not available,Data not available,https://en.wikipedia.org/wiki/Paniya_language
5144,Pardhan,pard1245,pch,threatened,Data not available,<ul><li>Dravidian</li><ul><li>South-Central</li><ul><li>Gondi–Kui</li><ul><li>Gondi languages</li><ul><li>Pardhan</li></ul></ul></ul></ul></ul>,unat1236,Data not available,0.0,0.0,0.0,"140,000 (2007)[1]",Data not available,Data not available,Eurasia,22.1666,79.7773,language,living,individual,False,Data not available,Data not available,IN,drav1252,Data not available,Data not available,https://en.wikipedia.org/wiki/Pardhan_language
5145,Duruwa,duru1236,pci,threatened,Data not available,<ul><li>Dravidian</li><ul><li>Central Dravidian</li><ul><li>Parji–Gadaba</li><ul><li>Dhurwa</li></ul></ul></ul></ul>,drav1251,Data not available,4.0,0.0,0.0,"52,349 (2011 census)[1]",Data not available,Data not available,Eurasia,19.0534,82.4881,language,living,individual,False,Data not available,Data not available,IN,parj1243,Data not available,Data not available,https://en.wikipedia.org/wiki/Duruwa_language
5146,Parenga,pare1266,pcj,shifting,Data not available,<ul><li>Austroasiatic</li><ul><li>Munda</li><ul><li>South</li><ul><li>Sora-Gorum</li><ul><li>Gorum</li></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,20 (2011)[2],Data not available,"Odisha, Andhra Pradesh",Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Gorum_language
5147,Paite Chin,pait1244,pck,threatened,Data not available,<ul><li>Sino-Tibetan</li><ul><li>Tibeto-Burman</li><ul><li>Central Tibeto-Burman</li><ul><li> (?)</li><ul><li>Kuki-Chin–Naga</li><ul><li>Kuki-Chin</li><ul><li>Northern</li><ul><li>Paite</li></ul></ul></ul></ul></ul></ul></ul></ul>,sino1245,Data not available,8.0,0.0,0.0,"1,00,000+[1][2]",Data not available,"Manipur, Mizoram, Assam, Chin State",Eurasia,24.0381,93.6136,language,living,individual,False,Data not available,Data not available,"IN, MM",thad1239,Data not available,Data not available,https://en.wikipedia.org/wiki/Paite_language
5148,Pardhi,pard1243,pcl,not endangered,Data not available,<ul><li>Indo-European</li><ul><li>Indo-Iranian</li><ul><li>Indo-Aryan</li><ul><li>Western Indo-Aryan</li><ul><li>Bhil</li><ul><li>Bareli</li><ul><li>Pardhi</li></ul></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,3.0,0.0,0.0,"69,100 (2011 census)[1]",Data not available,Data not available,Eurasia,19.9989,77.1234,language,living,individual,False,Data not available,Data not available,IN,bhil1254,Data not available,Data not available,https://en.wikipedia.org/wiki/Pardhi_language
5149,Nigerian Pidgin,nige1257,pcm,not endangered,Data not available,<ul><li>English Creole</li><ul><li>Atlantic</li><ul><li>Krio</li><ul><li>Nigerian Pidgin</li></ul></ul></ul></ul>,indo1319,Data not available,0.0,0.0,0.0,L1: 4.7 million  L2:  116 million (2020)[1],Data not available,Data not available,Africa,9.65873,4.21068,language,living,individual,False,Data not available,Data not available,NG,nige1258,Data not available,Data not available,https://en.wikipedia.org/wiki/Nigerian_Pidgin
