,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
1052,Angola,,,,,,,,,https://en.wikipedia.org/wiki/Angola
1053,Haryanvi,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Central Zone', 'Western Hindi', 'Haryanvi']",,bgc,hary1238,10 million (2011)[1],Haryana,,,https://en.wikipedia.org/wiki/Haryanvi
1054,Poland,,,,,,,,,https://en.wikipedia.org/wiki/Poland
1055,Shona,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Shona languages', ' (S.10)', 'Shona']","['Korekore', 'Zezuru', 'Manyika', 'Karanga']","Variously:titlesnatitle – Zezuru, Karanga, Korekoretitletwltitle – Tavara (Korekore)titlemxctitle – titleManyikatitletwxtitle – titleTewe (Manyika)",core1255title  Core Shonatitletawa1270title  Tawara,"6.5 million, Shona proper (2000 to 2007)[1]5.50 million Zezuru, Karanga, Chimanyika, Korekore (2000) 5.8 million incl. Manyika, (2000–2006)[2]",Southern Africa,Zimbabwe,Mozambique,https://en.wikipedia.org/wiki/Shona_language
1056,Kamchatka_Krai,,,,,,,,,https://en.wikipedia.org/wiki/Kamchatka_Krai
1057,West_Nusa_Tenggara,,,,,,,,,https://en.wikipedia.org/wiki/West_Nusa_Tenggara
1058,Pyr%C3%A9n%C3%A9es-Orientales,,,,,,Occitania,,,https://en.wikipedia.org/wiki/Pyr%C3%A9n%C3%A9es-Orientales
1059,Hmong,"['Hmong–Mien', 'Hmongic', 'Core Hmongic', 'West Hmongic', 'Chuanqiandian cluster', 'Hmong']",,"hmntitle – inclusive code for the Hmong/Mong macrolanguage (China, Laos), including all Core Hmongic languages, except titlehmftitle and titlehmvtitleIndividual codes:titlecqdtitle – Chuanqiandian Cluster Miao (cover term for Hmong in China)titleheatitle – Northern Qiandong Miaotitlehmatitle – Southern Mashan Hmongtitlehmctitle – Central Huishui Hmongtitlehmdtitle – Large Flowery Miaotitlehmetitle – Eastern Huishui Hmongtitlehmftitle – Hmong Don (Vietnam)titlehmgtitle – Southwestern Guiyang Hmongtitlehmhtitle – Southwestern Huishui Hmongtitlehmititle – Northern Huishui Hmongtitlehmjtitle – Getitlehmltitle – Luopohe Hmongtitlehmmtitle – Central Mashan Hmongtitlehmptitle – Northern Mashan Hmongtitlehmqtitle – Eastern Qiandong Miaotitlehmstitle – Southern Qiandong Miaotitlehmvtitle – Hmong Dô (Vietnam)titlehmwtitle – Western Mashan Hmongtitlehmytitle – Southern Guiyang Hmongtitlehmztitle – Hmong Shua (Sinicized Miao)titlehnjtitle – Mong Njua/Mong Leng (China, Laos), Blue/Green Hmong (United States)titlehrmtitle – A-Hmo, Horned Miao (China)titlehujtitle – Northern Guiyang Hmongtitlemmrtitle – Western Xiangxi Miaotitlemuqtitle – Eastern Xiangxi Miaotitlemwwtitle – Hmong Daw (China, Laos), White Hmong (United States)titlesfmtitle – Small Flowery Miao",firs1234,(8.1 million cited 1995–2004)[1],,, China  Laos   Myanmar   Vietnam   Thailand,https://en.wikipedia.org/wiki/Hmong_language
1060,Chakma_Autonomous_District_Council,,,,,,,,,https://en.wikipedia.org/wiki/Chakma_Autonomous_District_Council
1061,Oromo,"['Afro-Asiatic', 'Cushitic', 'Lowland East', 'Oromoid', 'Oromo']",,ormtitle – inclusive codetitleIndividual codes:titlegaxtitle – titleBorana–Arsi–Guji Oromotitlehaetitle – titleEastern Oromotitleorctitle – titleOrmatitlegaztitle – titleWest Central Oromotitlessntitle – titleWaata,nucl1736,"45.5 million (all countries) (2022)[2]41.7 million in Ethiopia (2022),[3] 627,000 in Kenya (2019),[3] 110,000 in Sudan (2022),[4] 100,000 in Somalia (2024)[3]",Oromia, Ethiopia[5], Kenya,https://en.wikipedia.org/wiki/Oromo_language
1062,Fon_people,,,,,,,,,https://en.wikipedia.org/wiki/Fon_people
1063,Panama,,,,,,,,,https://en.wikipedia.org/wiki/Panama
1064,Tamang,"['Sino-Tibetan', 'Tamangic', 'Gurung–Tamang', 'Tamang']",,Variously:titletajtitle – Eastern Tamangtitletdgtitle – Western Tamangtitletgetitle – Eastern Gorkha Tamang,nucl1729,"1.4 million in Nepal (2021 census)[1]20,154 in India (2011 census)[2]",,"   Nepal
Bagmati Province
 India

Sikkim (additional)[3]
",,https://en.wikipedia.org/wiki/Tamang_language
1065,Tswana,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Southern Bantu', 'Sotho–Tswana', 'Tswana']","['Rolong', 'Hurutshe', 'Kwena', 'Lete', 'Melete', 'Ngwaketse', 'Ngwatu', 'Kgatla', 'Tawana', 'Tlharo', 'Tlhaping', 'Thlahaping', 'Thlaro']",tsn,tswa1253,(4.1 million in South Africa (2011)1.1 million in Botswana cited 1993)[1]unknown number in Zimbabwe7.7 million L2 speakers in South Africa (2002)[2],,"
 Botswana
 South Africa
 Zimbabwe
","
 Namibia
",https://en.wikipedia.org/wiki/Tswana_language
1066,Wu,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Wu']","['5-6 major groups. Notable localities include ', 'Shanghainese', ', ', 'Suzhounese', ' and ', 'Wenzhounese']",wuu,wuch1236,80 million (2007)[1],"Shanghai, Zhejiang, Southeastern Jiangsu, parts of Anhui and Jiangxi provinces",,,https://en.wikipedia.org/wiki/Wu_Chinese
1067,Faroe_Islands,,,,,,,,,https://en.wikipedia.org/wiki/Faroe_Islands
1068,Siksika,"['Algic', 'Algonquian', 'Siksika']","['Siksiká (Blackfoot)', 'Kainai (Blood, Many Chiefs)', 'Aapátohsipikani (Northern Piegan)', 'Aamsskáápipikani (Southern Piegan)']",bla,siks1238,"2,900 (2016)[1]","Piikani Nation, Siksika Nation, and Kainai Nation in southern Alberta; Blackfeet Nation in Montana",,,https://en.wikipedia.org/wiki/Blackfoot_language
1069,Azerbaijani,"['Turkic', 'Common Turkic', 'Oghuz', 'Western Oghuz', 'Azerbaijani']","['Afshar', 'Sonqori', 'Yerevan', 'various others']",azetitle – inclusive codetitleIndividual codes:titleazjtitle – North Azerbaijanititleazbtitle – South Azerbaijani,azer1255title  Central Oghuz,24 million (2022)[2],"Iranian Azerbaijan, South Caucasus",AzerbaijanDagestan (Russia)Organization of Turkic States,,https://en.wikipedia.org/wiki/Azerbaijani_language
1070,Upper Sorbian,"['Indo-European', 'Balto-Slavic', 'Slavic', 'West Slavic', 'Sorbian', 'Upper Sorbian']",,hsb,uppe1395,"13,000 (2007)[1]",Saxony,Regional language in Saxony,,https://en.wikipedia.org/wiki/Upper_Sorbian_language
1071,Slovenia,,,,,,,,,https://en.wikipedia.org/wiki/Slovenia
1072,Sephardim,,,,,,,,,https://en.wikipedia.org/wiki/Sephardim
1073,Czech_Republic,,,,,,,,,https://en.wikipedia.org/wiki/Czech_Republic
1074,Hungary,,,,,,,,,https://en.wikipedia.org/wiki/Hungary
1075,Erzya,"['Uralic', 'Mordvinic', 'Erzya']",,myv,erzy1239,"300,000 claimed to speak ""Mordovin"" while 50,000 claimed to speak ""Erzya-Mordvin"" (2020 census)[1]","Mordovia, Nizhny Novgorod, Chuvashia, Ulyanovsk, Samara, Penza, Saratov, Orenburg, Tatarstan, Bashkortostan",Mordovia (Russia),,https://en.wikipedia.org/wiki/Erzya_language
1076,Lisu,"['Sino-Tibetan', 'Tibeto-Burman', 'Lolo–Burmese', 'Loloish', 'Lisoish', 'Lisu–Lalo', 'Lisu']",,lis,lisu1250,"c. 940,000 (2000–2007)[1]",,"Weixi Lisu Autonomous County, Nujiang Lisu Autonomous Prefecture (PRC)",,https://en.wikipedia.org/wiki/Lisu_language
1077,Tagalog,"['Austronesian', 'Malayo-Polynesian', 'Philippine', '?', 'Greater Central Philippine', 'Central Philippine', 'Kasiguranin–Tagalog', 'Tagalog']","['Bataan', 'Batangas', 'Bulacan', 'Lubang', 'Manila', 'Marinduque', 'Puray', 'Tanay–Paete (Eastern Rizal-Northern Laguna)', 'Tayabas', '[2]']",tgl,taga1280title  Tagalogictitletaga1269title  Tagalog-Filipinotitletaga1270title  Tagalog,L1: 29 million (2010)[1]L2: 54 million (2020)[1] Total: 83 million[1],"Katagalugan; Metro Manila, Parts of Central Luzon, Calabarzon, and Parts of Mimaropa","Philippines (as Filipino)

ASEAN (as Filipino)",Philippines (as a regional language and an auxiliary official language in the predominantly Tagalog-speaking areas of the Philippines),https://en.wikipedia.org/wiki/Tagalog_language
1078,Atatláhuca–San Miguel Mixtec,"['Oto-Manguean', 'Mixtecan', 'Mixtec', 'Atatláhuca–San Miguel Mixtec']",,Variously:titlemibtitle – Atatláhucatitlemdvtitle – Santa Lucía Monteverdetitlemcetitle – Itundujíatitlempmtitle – Yosondúatitlemigtitle – San Miguel el Grandetitlextjtitle – San Juan Teitatitlextltitle – Tijaltepectitlextititle – Sinicahuatitlextttitle – Tacahua (Yolotepec),west2824title  partial match,"(28,000 cited 1995–2010)[1]","Oaxaca, Guerrero",,,https://en.wikipedia.org/wiki/Chalcatongo_Mixtec
1079,Rusyn,"['Indo-European', 'Balto-Slavic', 'Slavic', 'East Slavic', 'Rusyn']","['Lemko', '[10]', 'Prešov', '[10]', 'Subcarpathian', '[10]', 'Pannonian']",rue,rusy1239,"70,000 (2001–2013)[1]Slovakia – 38,679[2]Serbia – 15,626[3]Poland – 10,000[4]Ukraine – 6,725[5]Croatia – 2,337[6]Hungary – 1,113[7]Czech Republic – 777[8]",, Serbia (in Vojvodina)[12][13], Bosnia and Herzegovina[12] Croatia[12] Czech Republic[12] Hungary[12][14] Poland[12][15] Romania[12] Slovakia[12],https://en.wikipedia.org/wiki/Rusyn_language
1080,Basque_Country_(greater_region),,,,,,,,,https://en.wikipedia.org/wiki/Basque_Country_(greater_region)
1081,Bicol_Region,,,,,,,,,https://en.wikipedia.org/wiki/Bicol_Region
1082,Nottoway,"['Iroquoian', '\nNorthern', 'Tuscarora–Nottoway', 'Nottoway']",,Either:titlentwtitle – Nottowaytitlenwytitle – Nottoway-Meherrin,nott1246title  Nottowaytitlemehe1242title  Meherrin,,Virginia,,,https://en.wikipedia.org/wiki/Nottoway_language
1083,Abenaki,"['Algic', 'Algonquian', 'Eastern Algonquian', 'Abenaki']",,Either:titleaaqtitle – Eastern Abenakititleabetitle – Western Abenaki,east2544title  Eastern Abenakititlewest2630title  Western Abenaki,14 Western Abenaki (2007–2012)[2]Last fluent speaker of Eastern Abenaki died in 1993.[2],"Quebec, New Brunswick, Maine, Vermont, New Hampshire",,,https://en.wikipedia.org/wiki/Abenaki_language
1084,Hindustani,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Central Zone', 'Western Hindi', 'Hindustani']","['Deccani', 'Hyderabadi', 'Dhakaiya', 'Rekhta', 'Kauravi', 'Bambaiya', 'Bihari Hindi', '[a]', 'Andaman', 'Haflong', 'Judeo-Urdu']",Either:titlehintitle – Hindititleurdtitle – Urdu,hind1270,L1 speakers: c. 250 million (2011 & 2017 censuses)[2]L2 speakers: ~500 million (1999–2016)[2],"Western UP/Delhi (North India),Deccan (South India),Pakistan[1]","
 India (as Hindi and Urdu)
 Pakistan  (as Urdu)
",,https://en.wikipedia.org/wiki/Hindustani_language
1085,Chuvash,"['Turkic', 'Oghuric', 'Chuvash']",,chv,chuv1255,"740,000 (2020 census)[1]",Volga region (esp. Chuvashia),Chuvashia (Russia),,https://en.wikipedia.org/wiki/Chuvash_language
1086,Oirat,"['Mongolic', '\nCentral Mongolic', 'Buryat', '–', 'Mongolian', 'Mongolian', 'Oirat']",,Either:titlexaltitle – Modern Oirattitlexwotitle – Written Oirat,kalm1243,"368,000, 58% of ethnic population (2007–2010)[4]","Khovd, Uvs,[2] Bayan-Ölgii,[3] Kalmykia, Xinjiang, Gansu, Qinghai","Kalmykia, Russia (in the form of Kalmyk); Haixi Mongol and Tibetan Autonomous Prefecture in Qinghai, China; Bayingolin Mongol Autonomous Prefecture and Bortala Mongol Autonomous Prefecture in Xinjiang Uyghur Autonomous Region, China",,https://en.wikipedia.org/wiki/Oirat_language
1087,Buginese,"['Austronesian', 'Malayo-Polynesian', 'South Sulawesi', 'Bugis', '–', 'Tamanic', 'Bugis', 'Buginese']",,bug,bugi1244,"L1: 3.5 million L2: 500,000  Total speakers: 4 million (2015 UNSD)[1]","South Sulawesi; enclaves elsewhere in Sulawesi, Borneo, Sumatra, Maluku, Papua",,,https://en.wikipedia.org/wiki/Buginese_language
1088,Republic_of_Moldova,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Moldova
1089,Hausa_people,,,,,,,,,https://en.wikipedia.org/wiki/Hausa_people
1090,Bantu_languages,,,,narr1281,,,,,https://en.wikipedia.org/wiki/Bantu_languages
1091,Kingdom_of_Thailand,,,,,,,,,https://en.wikipedia.org/wiki/Kingdom_of_Thailand
1092,Estonia,,,,,,,,,https://en.wikipedia.org/wiki/Estonia
1093,Nepali,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Northern Zone', 'Eastern Pahari', 'Nepali']",,neptitle – inclusive codetitleIndividual code:titlenpititle – Nepali,nepa1254,L1: 19 million (2011–2021)[2]L2: 14 million (2021 census)[2]Total: 32 million[2],Himalayas[a][1],"
Nepal
India
Sikkim
West Bengal (additional)
",Bhutan,https://en.wikipedia.org/wiki/Nepali_language
1094,English,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Anglo-Frisian', 'Anglic', 'English']",,eng,stan1293,L1: 380 million (2021)[2]L2: 1.077 billion (2021)[3]Total: 1.457 billion,,"
58 countries
31 non-sovereign entities

Various organisations

United Nations
European Union
Commonwealth of Nations
Council of Europe
ICC
IMF
IOC
ISO
NATO
WTO
NAFTA
OAS
OECD
OIC
OPEC
GUAM Organization for Democracy and Economic Development
PIF
UKUSA Agreement
ASEAN
ASEAN Economic Community
SAARC
Caribbean Community
Organization of Turkic States
Türksoy
ECO


","
Malaysia
Sri Lanka
",https://en.wikipedia.org/wiki/English_language
1095,Tahitian,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Eastern Polynesian', 'Tahitic', 'Tahitian']",,tah,tahi1242,"68,260, 37% of ethnic population (2007 census)[1]",,, French Polynesia,https://en.wikipedia.org/wiki/Tahitian_language
1096,Romani,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Western Indo-Aryan', '[3]', 'Romani']","['Balkan Romani', ' (including ', 'Zargari Romani', ')', 'Baltic Romani', 'Carpathian Romani', 'Northern Romani', ' (including ', 'Finnish Kalo', ', ', 'Sinte Romani', ', ', 'Welsh Romani', ')', 'Vlax Romani']",romtitle – inclusive codetitleIndividual codes:titlermntitle – titleBalkan Romanititlermltitle – titleBaltic Romanititlermctitle – titleCarpathian Romanititlermftitle – titleFinnish Kalotitlermotitle – titleSinte Romanititlermytitle – titleVlax Romanititlermwtitle – titleWelsh Romani,roma1329,4.6 million (2015)[1][2],,,"
 Austria[4]
 Bosnia and Herzegovina[5]
 Colombia[6]
 Finland[7]
 Germany[8]
 Hungary[9]
 Kosovo[10]
 Montenegro[5]
 North Macedonia[5]
 Norway[11]
 Poland[5]
 Denmark[5]
 Romania[5]
 Serbia[5]
 Slovakia[5]
 Sweden[5]
",https://en.wikipedia.org/wiki/Romani_language
1097,Ancient_Egypt,,,,,,,,,https://en.wikipedia.org/wiki/Ancient_Egypt
1098,Rakhine_State,,,,,,West coastal,,,https://en.wikipedia.org/wiki/Rakhine_State
1099,Greek,"['Indo-European', 'Graeco-Phrygian', ' (?)', 'Hellenic', 'Greek']","['Ancient dialects', 'Koine', 'Medieval', 'Modern dialects']",Variously:titleelltitle – titleModern Greektitlegrctitle – titleAncient Greektitlecpgtitle – titleCappadocian Greektitlegmytitle – titleMycenaean Greektitlepnttitle – titlePontictitletsdtitle – titleTsakoniantitleyejtitle – titleYevanic,gree1276,13.5 million (2012)[1],,"
 Greece
 Cyprus
 European Union
 Akrotiri and Dhekelia
","
 Albania
 Argentina
 Armenia
 Australia[2][3]
 Hungary
 Italy (Apulia and Calabria)
 Romania
 Turkey[4][5][6][7]
 Ukraine
 USA[8]
 Russia[9]
",https://en.wikipedia.org/wiki/Greek_language
1100,Turkmenistan,,,,,,,,,https://en.wikipedia.org/wiki/Turkmenistan
1101,Shiriana,"['Arawakan', '\nNorthern', 'Upper Amazonian', 'Manao?', 'Shiriana']",,xir,xiri1243,,,,,https://en.wikipedia.org/wiki/Xiri%C3%A2na
1102,Fur_languages,,,,fura1235,,,,,https://en.wikipedia.org/wiki/Fur_languages
1103,Xukuru,"['Xukuruan', '?']",,xoo,xuku1239titlexucu1234,,Pernambuco,,,https://en.wikipedia.org/wiki/Xukuru_language
1104,West_Bengal,,,,,,East India,,,https://en.wikipedia.org/wiki/West_Bengal
1105,Marshallese,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Micronesian', 'Micronesian Proper', 'Nuclear Micronesian', 'Marshallese']",,mah,mars1254,"(55,000 cited 1979)[2]",, Marshall Islands,,https://en.wikipedia.org/wiki/Marshallese_language
1106,Arunachal_Pradesh,,,,,,Northeast India,,,https://en.wikipedia.org/wiki/Arunachal_Pradesh
1107,Click_language,,,,,,,,,https://en.wikipedia.org/wiki/Click_language
1108,Korean,"['Koreanic', 'Korean']","['see ', 'Korean dialects']",kor,kore1280,81 million (2022)[2],, South Korea North Korea, China (Yanbian Prefecture and Changbai County),https://en.wikipedia.org/wiki/Korean_language
1109,Ingria,,,,,,,,,https://en.wikipedia.org/wiki/Ingria
1110,Oman,,,,,,,,,https://en.wikipedia.org/wiki/Oman
1111,Dari,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western', 'Northwestern II', 'Dari']",,gbz,zoro1242,"(8,000 cited 1999)[1]",Yazd and Kerman,,,https://en.wikipedia.org/wiki/Dari_language_(Zoroastrian)
1112,Bopomofo,,,,,,,,,https://en.wikipedia.org/wiki/Bopomofo
1113,Ramanos,['unclassified'],,Nonetitle (titlemistitle),rama1271,,"Moxos Province, Bolivia",,,https://en.wikipedia.org/wiki/Ramanos_language
1114,Ingushetia,,,,,,,,,https://en.wikipedia.org/wiki/Ingushetia
1115,Yanam,,,,,,,,,https://en.wikipedia.org/wiki/Yanam
1116,Aruba,,,,,,,,,https://en.wikipedia.org/wiki/Aruba
1117,Trinidad_and_Tobago,,,,,,,,,https://en.wikipedia.org/wiki/Trinidad_and_Tobago
1118,Mussau-Emira,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'St. Matthias', 'Mussau-Emira']",,emi,muss1246,"5,000 (2003)[1]",Islands of Mussau and Emirau (New Ireland Province),,,https://en.wikipedia.org/wiki/Mussau-Emira_language
1119,Babine–Witsuwitʼen,"['Dené–Yeniseian', '?\n', 'Na-Dené', 'Athabaskan–Eyak', 'Athabaskan', 'Northern Athabaskan', 'Babine–Witsuwitʼen']","['Babine', 'Witsuwitʼen']",bcr,babi1235,135 (2016 census)[2],British Columbia,,,https://en.wikipedia.org/wiki/Babine_language
1120,Cupeño,"['Uto-Aztecan', 'Northern Uto-Aztecan', 'Takic', 'Cupan', 'Cahuilla', '–Cupeño', 'Cupeño']",,cup,cupe1243,,"Southern California, United States",,,https://en.wikipedia.org/wiki/Cupe%C3%B1o_language
1121,African_Union,,,,,,,,,https://en.wikipedia.org/wiki/African_Union
1122,Yapese,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Admiralty Islands', '?', 'Yapese']",['Nguluwan'],yap,yape1248,"5,130 (2005)[1]",Island of Yap,,,https://en.wikipedia.org/wiki/Yapese_language
1123,Ningbo dialect,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Wu', 'Taihu', 'Ningbo dialect']",,–,ning1280,,"Ningbo & Zhoushan, Zhejiang province",,,https://en.wikipedia.org/wiki/Ningbo_dialect
1124,States_and_territories_of_India,,,,,,,,,https://en.wikipedia.org/wiki/States_and_territories_of_India
1125,Uyghur,"['Turkic', 'Common Turkic', 'Karluk', 'Uyghur']","['Central Uyghur', 'Khotan', 'Lopnor']","uigtitle  Uighur, Uyghur",uigh1240title  Uighur,8–13 million (2021)[1],,China (Xinjiang)[2],,https://en.wikipedia.org/wiki/Uyghur_language
1126,Normandy,,,,,,,,,https://en.wikipedia.org/wiki/Normandy
1127,Malawi,,,,,,,,,https://en.wikipedia.org/wiki/Malawi
1128,Republic_of_Malawi,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Malawi
1129,Adjukru,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Adjukru']",,adj,adio1239,"160,000 (2021)[1]",,,,https://en.wikipedia.org/wiki/Adjukru_language
1130,Tai Dam,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', 'Chiang Saen', 'Tai Dam']",,blt,taid1247,"(760,000 cited 1995–2002)[1]",,, Vietnam Thailand,https://en.wikipedia.org/wiki/Tai_Dam_language
1131,Ladin,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Iberian', 'Gallo-Romance', 'Rhaeto-Romance', ' or Gallo-Rhaetian', '[4]', 'Ladin']","['Cadorino', 'Nones', 'Fornes', 'etc.']",lld,ladi1250,"41,129 (2006[1]–2011[2][3])",Ladinia (Trentino-Alto Adige/SüdtirolVeneto),,,https://en.wikipedia.org/wiki/Ladin_language
1132,South_Australia,,,,,,,,,https://en.wikipedia.org/wiki/South_Australia
1133,Jakarta,,,,,,Java,,,https://en.wikipedia.org/wiki/Jakarta
1134,Prussia,,,,,,,,,https://en.wikipedia.org/wiki/Prussia
1135,Sotho,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Southern Bantu', 'Sotho–Tswana', 'Sotho']","['Phuthi', 'Taung']",sot,sout2807,5.6 million (2001–2011)[1]7.9 million L2 speakers in South Africa (2002)[2],,"
 Lesotho
 South Africa
 Zimbabwe
",,https://en.wikipedia.org/wiki/Sotho_language
1136,Sulu,,,,,, Bangsamoro,,,https://en.wikipedia.org/wiki/Sulu
1137,Assiniboine,"['Siouan', 'Western Siouan', ' (Core)', 'Mississippi Valley Siouan', 'Dakotan', 'Assiniboine']",,asb,assi1247,"150, 4.3% of ethnic population (2007)[1]","Saskatchewan, Canada
Montana, United States",,,https://en.wikipedia.org/wiki/Assiniboine_language
1138,Regions_of_Italy,,,,,,,,,https://en.wikipedia.org/wiki/Regions_of_Italy
1139,Kachin_State,,,,,,Northern,,,https://en.wikipedia.org/wiki/Kachin_State
1140,Extremaduran,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western', 'Ibero-Romance', 'West Iberian', 'Asturleonese', ' or ', 'Castilian', 'Extremaduran']",,ext,extr1243,"(200,000 cited 1994)[1]",ExtremaduraCastile and León (southern Salamanca province),,,https://en.wikipedia.org/wiki/Extremaduran_language
1141,Onge,"['Ongan', 'Onge']",,oon,onge1236,"94, 93% of ethnic population (2006)[1]Mainly monolingual. Speakers reserved toward outsiders.[2]","South Andaman Islands, Dugong Creek and South Bay islands.",,,https://en.wikipedia.org/wiki/Onge_language
1142,Jèrriais,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Romance', 'Gallo-Rhaetian', '[2]', ' (possibly)', 'Oïl', 'Norman', 'Jèrriais']",,nrftitle  (incl. titleGuernésiaistitle),jerr1238,"1,900 (2011 census)[1]2,800 L2 speakers of Jersey and Guernsey[citation needed]",,Jersey,,https://en.wikipedia.org/wiki/J%C3%A8rriais
1143,Gheg,"['Indo-European', 'Albanoid', 'Albanian', 'Gheg']","['Istrian Albanian', ' ', '†', 'Arbanasi', 'Northeastern Gheg', 'Northwestern Gheg', 'Central Gheg', 'Upper Reka', 'Northern Gheg', 'Southern Gheg']",aln,gheg1238,4.1 million (2012–2021)[1],"Albania, Kosovo, North Macedonia, Montenegro, Serbia",,,https://en.wikipedia.org/wiki/Gheg_Albanian
1144,Ningde,,,,,,,,,https://en.wikipedia.org/wiki/Ningde
1145,Republic_of_Estonia,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Estonia
1146,Italian_Republic,,,,,,,,,https://en.wikipedia.org/wiki/Italian_Republic
1147,Hawaiian,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Eastern Polynesian', 'Marquesic', 'Hawaiian']","['Standard Hawaiian', 'Niʻihau dialect', 'Other dialects']",haw,hawa1245,"Native: 2,000
2nd: 22,000 - 24,000 [2] [3]

Used at Home: 18,000 [4] (2007)[5]",Hawaiʻi (Niʻihau)[1]," United States
 Hawaii
",,https://en.wikipedia.org/wiki/Hawaiian_language
1148,South_Tangerang,,,,,,,,,https://en.wikipedia.org/wiki/South_Tangerang
1149,Benin,,,,,,,,,https://en.wikipedia.org/wiki/Benin
1150,Google,,,,,,,,,https://en.wikipedia.org/wiki/Google
1151,Republics_of_Russia,,,,,,,,,https://en.wikipedia.org/wiki/Republics_of_Russia
1152,Raga,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'North Vanuatu', 'Raga']",,lml,hano1246,"6,500 (2001)[1]",Pentecost Island,,,https://en.wikipedia.org/wiki/Raga_language
1153,Municipalities_and_cities_of_Serbia,,,,,,,,,https://en.wikipedia.org/wiki/Municipalities_and_cities_of_Serbia
1154,2006_South_Ossetian_independence_referendum,,,,,,,,,https://en.wikipedia.org/wiki/2006_South_Ossetian_independence_referendum
1155,Yoruba,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Volta–Niger', 'YEAI', 'Yoruboid', 'Edekiri', 'Yoruba']",,yor,yoru1245,L1: 45 million (2021)[1]L2: 2.0 million (no date)[1],Yorubaland, Nigeria, Benin Togo,https://en.wikipedia.org/wiki/Yoruba_language
1156,Dakota,"['Siouan', 'Western Siouan', 'Mississippi Valley Siouan', 'Dakotan', 'Sioux', 'Dakota']",,dak,dako1258,290 (2016)[1],"Primarily North Dakota and South Dakota, but also northern Nebraska, southern Minnesota; Northern Montana; southern Manitoba, southern Saskatchewan",,,https://en.wikipedia.org/wiki/Dakota_language
1157,Chin_State,,,,,,Western Myanmar,,,https://en.wikipedia.org/wiki/Chin_State
1158,Bosnia_And_Herzegovina,,,,,,,,,https://en.wikipedia.org/wiki/Bosnia_And_Herzegovina
1159,Greenlandic,"['Eskaleut', 'Eskimo', 'Inuit', 'Greenlandic']","['Kalaallisut', 'Tunumiisut']",kal,gree1280,"57,000 (2007)[1]","Greenland, Denmark", Greenland[2], Denmark,https://en.wikipedia.org/wiki/Greenlandic_language
1160,Karenni,"['Sino-Tibetan', 'Karen languages', 'Sgaw–Bghai', 'Karenni']",,Variously:titleekytitle – Eastern Kayahtitlekyutitle – Western Kayahtitlekvytitle – Yintaletitlekxftitle – Manumanaw (Manu),kaya1317title  Kayahtitleyint1235title  Yintale Karentitlemanu1255title  Manumanaw Karen,"187,000 (2000–2007)[1]",,, Thailand Myanmar,https://en.wikipedia.org/wiki/Karenni_language
1161,Kikuyu,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Thagiicu', 'Kikuyu-', 'Temi', '[2]', 'Kikuyu']","['Gichugu', 'Mathira', 'Ndia', 'Northern Gikuyu', 'Southern Gikuyu']",kik,kiku1240,6.6 million (2009 census)[1],Central Province,,,https://en.wikipedia.org/wiki/Gikuyu_language
